,Lipid,R2_mean,MAPE_mean
0,LPC O-16;2,0.5991,0.2913
1,LPC 16;0_dup,0.2143,0.3342
2,LPC O- 18;3,0.3834,0.2786
3,LPC O-18;2,0.344,0.2573
4,LPC O-16;2_dup,0.5331,0.268
5,LPC 15;1,0.7638,0.5354
6,LPC 18;1,0.3415,0.3181
7,LPC 18;0_dup,0.3052,0.3274
8,LPC 16;0,0.4792,0.2993
9,LPC O-18;3,0.2756,0.5256
10,LPC O-18;2_dup,0.2252,0.5562
11,LPC 18;1_dup,0.3855,0.286
12,LPC 18;0,0.3967,0.2511
13,LPC 20;4,0.4614,0.3136
14,Cer 36;1,0.0673,0.5842
15,LPC 22;6,0.4901,0.3649
16,Cer 40;2,0.57,0.4593
17,Cer 42;2,0.5552,0.4793
18,PE(30;1) ,0.2406,0.7566
19,HexCer(d32;2) ,0.6737,0.3115
20,PA(34;2) ,0.6133,0.2194
21,PE(32;1) _dup,0.4391,0.5315
22,PE(32;1) ,0.4959,0.45
23,PA(34;1),0.7981,0.2392
24,PG(30;1) _dup,0.5793,0.2497
25,PG(30;1) ,0.6258,0.2396
26,LPE(34;6) ,0.3915,0.5177
27,PC 31;0_dup,0.0934,0.9565
28,PA(P-38;6) ,0.1518,0.8419
29,SM 36;1,0.4431,0.4014
30,PC 32;1_dup,0.3638,0.3151
31,PC 32;0,0.4955,0.3562
32,PA 36;4,0.5352,0.3395
33,PI-Cer(t28;0) _dup,0.2929,0.8229
34,PA(36;3) ,0.3832,0.2439
35,PI-Cer(t30;2) ,0.235,0.5048
36,PA 36;2,0.6832,0.2171
37,PI-Cer(t30;1) _dup,0.6565,0.2081
38,PE(34;1) ,0.1154,0.9247
39,PA 36;1,0.4921,0.2019
40,PA 36;1_dup,0.627,0.2291
41,SM 34;1,0.5508,0.798
42,PI-Cer(t30;0) ,0.293,0.3777
43,PI-Cer(t30;0) _dup,0.5366,0.2259
44,PC 31;0,0.5043,0.6578
45,PC(30;0) ,0.4949,0.2183
46,PG 32;0,0.323,0.3649
47,PC 33;1,0.16,1.0949
48,PC 33;0,0.5524,0.4219
49,PI-Cer(t28;0) ,0.5199,0.3076
50,SM(d36;1) ,0.7676,0.3304
51,PC(32;1) ,0.6882,0.2639
52,PE-Cer(d38;1) ,0.3651,0.787
53,PE 34;1,0.3003,0.2599
54,PC 34;2,0.2393,0.4145
55,PC 34;1,0.2997,0.362
56,PC 34;0,0.2354,0.3323
57,PC 34;0_dup,0.3585,0.356
58,PI-Cer(t30;0) _dup,0.0747,0.9589
59,PE 38;6,0.2658,1.0634
60,PA 38;3,0.3851,0.2137
61,PI-Cer(t32;2) ,0.3332,0.241
62,PE(36;2) ,0.0925,1.0294
63,PS(O-34;0(OH)) ,0.7149,0.4883
64,SM(d36;2) ,0.7823,0.295
65,PA 39;1,0.6607,0.5295
66,PI-Cer(t32;1) ,0.1082,0.8318
67,PI-Cer(t32;1) _dup,0.605,0.2348
68,PE O-36;2,0.4483,0.4538
