,Lipid,R2_mean,MAPE_mean
0,LPC O-16;2,0.6194,0.2748
1,LPC 16;0_dup,0.2235,0.3306
2,LPC O- 18;3,0.4008,0.2719
3,LPC O-18;2,0.357,0.2515
4,LPC O-16;2_dup,0.552,0.2585
5,LPC 15;1,0.7936,0.4501
6,LPC 18;1,0.3524,0.3145
7,LPC 18;0_dup,0.3196,0.3226
8,LPC 16;0,0.5,0.285
9,LPC O-18;3,0.2889,0.5156
10,LPC O-18;2_dup,0.2373,0.5463
11,LPC 18;1_dup,0.396,0.2813
12,LPC 18;0,0.416,0.2455
13,LPC 20;4,0.4831,0.3018
14,Cer 36;1,0.0733,0.5794
15,LPC 22;6,0.5101,0.349
16,Cer 40;2,0.599,0.4092
17,Cer 42;2,0.5818,0.4337
18,PE(30;1) ,0.2539,0.7438
19,HexCer(d32;2) ,0.6928,0.2981
20,PA(34;2) ,0.6346,0.2109
21,PE(32;1) _dup,0.4609,0.514
22,PE(32;1) ,0.5169,0.4337
23,PA(34;1),0.8223,0.216
24,PG(30;1) _dup,0.5997,0.239
25,PG(30;1) ,0.648,0.2273
26,LPE(34;6) ,0.4091,0.5047
27,PC 31;0_dup,0.098,0.9563
28,PA(P-38;6) ,0.1614,0.8337
29,SM 36;1,0.463,0.3865
30,PC 32;1_dup,0.3782,0.3102
31,PC 32;0,0.508,0.3436
32,PA 36;4,0.5523,0.3286
33,PI-Cer(t28;0) _dup,0.3028,0.813
34,PA(36;3) ,0.3946,0.238
35,PI-Cer(t30;2) ,0.248,0.4978
36,PA 36;2,0.714,0.1979
37,PI-Cer(t30;1) _dup,0.6848,0.1937
38,PE(34;1) ,0.1247,0.9207
39,PA 36;1,0.5153,0.1947
40,PA 36;1_dup,0.6488,0.2157
41,SM 34;1,0.6278,0.7343
42,PI-Cer(t30;0) ,0.3047,0.3732
43,PI-Cer(t30;0) _dup,0.556,0.2172
44,PC 31;0,0.5695,0.6316
45,PC(30;0) ,0.5153,0.2123
46,PG 32;0,0.335,0.3599
47,PC 33;1,0.1685,1.0899
48,PC 33;0,0.5628,0.4056
49,PI-Cer(t28;0) ,0.5343,0.2971
50,SM(d36;1) ,0.79,0.2978
51,PC(32;1) ,0.7034,0.2547
52,PE-Cer(d38;1) ,0.3821,0.7695
53,PE 34;1,0.3159,0.2539
54,PC 34;2,0.2497,0.41
55,PC 34;1,0.3134,0.3503
56,PC 34;0,0.2465,0.3266
57,PC 34;0_dup,0.3698,0.3469
58,PI-Cer(t30;0) _dup,0.0816,0.954
59,PE 38;6,0.2708,1.0526
60,PA 38;3,0.4086,0.2079
61,PI-Cer(t32;2) ,0.3504,0.2357
62,PE(36;2) ,0.0959,1.026
63,PS(O-34;0(OH)) ,0.7496,0.4313
64,SM(d36;2) ,0.8006,0.2727
65,PA 39;1,0.692,0.4895
66,PI-Cer(t32;1) ,0.1193,0.8236
67,PI-Cer(t32;1) _dup,0.6249,0.2251
68,PE O-36;2,0.4676,0.4231
69,PE 38;4,0.5967,0.3751
70,PA(38;1) ,0.4188,0.3486
71,SM 36;1_dup,0.8046,0.3223
72,PC 32;1,0.787,0.2295
73,PE 36;0,0.7893,0.3038
74,LBPA(34;1) ,0.7311,0.225
75,PC 32;0_dup,0.829,0.2741
76,PG(34;0) ,0.8248,0.2711
77,PC 35;1,0.4397,0.4078
78,PA 40;4,0.6879,0.2477
79,PC 35;0,0.3248,0.723
80,PI-Cer(t30;1) ,0.4577,0.2876
81,PE 36;4,0.4024,0.3057
82,PI-Cer(t30;0) _dup,0.3003,0.5032
83,PE 36;3,0.1915,0.8951
84,PE 36;2,0.4236,0.2882
85,HexCer 36;1,0.689,0.37
86,PC 34;1_dup,0.7617,0.2303
87,HexCer 40;2,0.6785,0.5274
88,PE O-39;7,0.4426,0.2417
89,CerP(t42;1) ,0.4996,0.237
90,PC 34;0_dup,0.6631,0.2442
91,PE 38;6_dup,0.4738,0.6482
92,PE O-39;6,0.1112,0.8964
93,PE(36;0) ,0.4928,0.2521
94,PC 36;2,0.3128,0.3353
95,PA 40;6,0.3246,0.7008
96,PA 40;6_dup,0.6743,0.2685
97,PC 36;1_dup,0.5432,0.3899
98,PA(40;5) ,0.7231,0.2475
99,PI-Cer(t32;1) _dup,0.6637,0.2413
100,PE O-38;5_dup,0.1286,0.8893
101,PE 38;4_dup,0.552,0.4455
102,PE 40;6_dup,0.3495,1.1746
103,PG(36;1(OH)) ,0.2795,1.433
104,PE 37;2,0.5528,0.2578
105,PE 40;4,0.3787,0.4632
106,SM 38;1,0.7466,0.3821
107,PC 34.1,0.7219,0.2752
108,PG(36;1) ,0.7179,0.2643
109,PE O-40;6,0.6578,0.2285
110,PE O-40;6_dup,0.7429,0.2619
111,PE 38;6_dup,0.6847,0.3392
112,PC 37;1,0.2479,0.5182
113,PG(34;1(OH)) ,0.6259,0.3093
114,PA 42;4,0.3838,0.4506
115,PE O-38;5,0.2467,0.2867
116,PC 36;4,0.7664,0.287
117,PI-Cer(t32;1) _dup,0.2012,0.8413
118,PE 38;4_dup,0.6121,0.3556
119,PC 38;6,0.499,0.3645
120,PC 36.2,0.4811,0.2508
121,HexCer 40;0,0.63,0.3998
122,PC 35;2,0.451,0.6611
123,HexCer 38;1,0.7358,0.4555
124,PC 36;1,0.5635,0.2493
125,PA(42;8) ,0.4851,0.3548
126,PE(40;7) ,0.2907,0.8566
127,PC 35;1_dup,0.5723,0.2342
128,PA 42;7,0.5517,0.3034
129,SM 42;2,0.4848,0.5092
130,PE(P-40;6) ,0.3075,0.7717
131,PE 40;6,0.5829,0.379
132,PG(36;1(OH)) _dup,0.4967,0.4678
133,PE(O-40;6) ,0.1924,0.9103
134,PE O-41;11,0.416,0.3337
135,PC 36;4_dup,0.824,0.3177
136,PE(42;6) ,0.2344,0.8309
137,PS(38;0) ,0.7786,0.3761
138,PG(38;4) ,0.8108,0.297
139,PC O-39;9,0.7166,0.2651
140,PC 36;3,0.4205,0.2761
141,HexCer 40;1,0.7856,0.4633
142,PG(38;3) ,0.3743,0.3319
143,PE(40;9) ,0.6474,0.4122
144,PE O-42;8,0.5117,0.2508
145,PG(38;2) ,0.4723,0.2279
146,SM 40;1,0.8119,0.6745
147,PE(40;8) ,0.1454,0.9314
148,PC 36;1_dup,0.6603,0.2775
149,PG(38;1) ,0.6471,0.2552
150,PE 40;7,0.6443,0.3122
151,PS 36;1,0.6312,0.5849
152,PC 38;6_dup,0.7293,0.284
153,PE 40;6_dup,0.6393,0.4355
154,PC 38;5,0.6588,0.3548
155,PG(36;1(OH)) _dup,0.6188,0.3876
156,PC 38;4_dup,0.7154,0.2847
157,HexCer 42;2,0.778,0.5142
158,PE(40;4) ,0.4736,0.2664
159,Hex2Cer 32;1,0.4236,0.595
160,PC 40;6,0.372,0.4508
161,SM 42;2_dup,0.5595,0.6313
162,HexCer 40;2;O3,0.7089,0.4311
163,PI-Cer(d38;0) ,0.7765,0.8179
164,HexCer(t40;0) ,0.7231,0.4225
165,HexCer(t40;0) _dup,0.7231,0.4327
166,SM(t40;1) ,0.5312,0.4433
167,PC 38;6_dup,0.7767,0.3302
168,PG(40;6) ,0.7603,0.303
169,PC(38;5) ,0.6235,0.3684
170,PC(38;5) _dup,0.7791,0.309
171,PS(40;1) ,0.724,0.3777
172,PG(40;5) ,0.7464,0.2831
173,PC 38;4,0.7802,0.3069
174,HexCer 42;2_dup,0.7945,0.884
175,HexCer(t42;2) ,0.7191,0.3946
176,PG(40;4) ,0.7652,0.2923
177,PS 38;4,0.5574,0.6365
178,PC 38;3,0.6713,0.2702
179,HexCer 42;1,0.7233,0.374
180,HexCer 42;1_dup,0.7861,0.6372
181,PA(48;11) ,0.3766,0.6446
182,SM 42;2_dup,0.6185,0.4936
183,PC 38;2,0.6967,0.3465
184,PE(40;2(OH)) ,0.4222,0.5835
185,PC 38;1,0.7707,0.3426
186,PG(40;1) ,0.7333,0.3952
187,PC 40;6_dup,0.5645,0.3226
188,HexCer 42;2;O3,0.7541,0.6684
189,HexCer 42;1;O3,0.7561,0.8402
190,PGP(34;1) ,0.386,0.6142
191,HexCer(t42;0) ,0.706,0.4081
192,SM(t42;1) ,0.3931,0.553
193,PC(40;7) ,0.6243,0.3008
194,PC 40;6_dup,0.6531,0.3551
195,PG(42;6) ,0.629,0.3269
