# Summary
Lipid,R2
PG 32:0,0.2686

# Feature Importances
Feature,Importance
ENSMUST00000034927,3.2438844321248776
ENSMUST00000164163,2.9723446869339942
ENSMUST00000094103,2.8908083299319975
ENSMUST00000052708,1.885652701693816
ENSMUST00000184666,1.465125339061597
ENSMUST00000224594,1.3285298126839187
ENSMUST00000094018,1.0356171563809407
ENSMUST00000199581,0.9972213344836666
ENSMUST00000023568,0.9845966081121446
ENSMUST00000029822,0.9295289078298585
ENSMUST00000033198,0.9222073277718559
ENSMUST00000107968,0.9125493552112978
ENSMUST00000109764,0.9082392075809269
ENSMUST00000084628,0.9071204910266054
ENSMUST00000191829,0.9007660424787226
ENSMUST00000101197,0.8850668152898737
ENSMUST00000221025,0.7965274989350885
ENSMUST00000055776,0.7936657293939202
ENSMUST00000176438,0.7899894948690818
ENSMUST00000042158,0.7870914684059573
ENSMUST00000152412,0.7633870227918618
ENSMUST00000238946,0.7339351201329137
ENSMUST00000054819,0.7170339216987822
ENSMUST00000121990,0.6696840946338426
ENSMUST00000035471,0.669674063808447
ENSMUST00000140626,0.6541467054049712
ENSMUST00000021970,0.606641103210021
ENSMUST00000090813,0.5773924159583027
ENSMUST00000058535,0.5757475016545281
ENSMUST00000102820,0.5703416368766038
ENSMUST00000028355,0.5690121409156765
ENSMUST00000224088,0.5681018860962821
ENSMUST00000026917,0.5462534071733532
ENSMUST00000088454,0.5169915294255264
ENSMUST00000189828,0.4996580970673504
ENSMUST00000161263,0.49910450379105803
ENSMUST00000124790,0.49188369649462266
ENSMUST00000099151,0.4871078953805885
ENSMUST00000025404,0.46570513154363713
ENSMUST00000084501,0.46098624452279013
ENSMUST00000129100,0.45917045591529865
ENSMUST00000031278,0.4560450937935368
ENSMUST00000112706,0.44344096202747174
ENSMUST00000024880,0.44162260224443894
ENSMUST00000067741,0.4389609236451415
ENSMUST00000064775,0.43893330033320216
ENSMUST00000034408,0.4346904665294294
ENSMUST00000173533,0.43352608519379837
ENSMUST00000021284,0.43124816129260496
ENSMUST00000005493,0.4167740228771081
ENSMUST00000228307,0.40867447660205264
ENSMUST00000077191,0.40252767497910313
ENSMUST00000035020,0.40055394910695463
ENSMUST00000038815,0.3996284117530694
ENSMUST00000176129,0.3936451311470959
ENSMUST00000102976,0.3919032004099669
ENSMUST00000113453,0.38956686016111813
ENSMUST00000021770,0.38472760871590167
ENSMUST00000047328,0.3819278173738558
ENSMUST00000042850,0.37466458756768295
ENSMUST00000109159,0.3707202095436959
ENSMUST00000109191,0.3673810694345856
ENSMUST00000122333,0.3653323967027758
ENSMUST00000020439,0.36350742207285197
ENSMUST00000060943,0.36052750015298446
ENSMUST00000054351,0.35390210857528565
ENSMUST00000205228,0.3500455526120488
ENSMUST00000033919,0.3453345927585732
ENSMUST00000036439,0.3453111810107796
ENSMUST00000167460,0.33394414052207677
ENSMUST00000082430,0.333916998356362
ENSMUST00000032902,0.33383275095875425
ENSMUST00000041606,0.3334887371238739
ENSMUST00000095550,0.3325665434851463
ENSMUST00000070125,0.33186512170896504
ENSMUST00000052827,0.33153483414492574
ENSMUST00000060225,0.32869009642292574
ENSMUST00000100070,0.32800746315284396
ENSMUST00000040576,0.3262246066239988
ENSMUST00000118578,0.3255995855839026
ENSMUST00000036300,0.3217321660089545
ENSMUST00000228095,0.3165328418550919
ENSMUST00000136205,0.316207492071291
ENSMUST00000066384,0.31469631345950244
ENSMUST00000027988,0.30636743093261387
ENSMUST00000028838,0.3050453202780703
ENSMUST00000119026,0.3036310548383443
ENSMUST00000169095,0.2978866499450517
ENSMUST00000066412,0.2864054426658487
ENSMUST00000113498,0.2849450959070335
ENSMUST00000130300,0.2849268434121511
ENSMUST00000057188,0.28455246867517475
ENSMUST00000056344,0.28412530922478313
ENSMUST00000061632,0.2837046155515582
ENSMUST00000048289,0.2815066902051564
ENSMUST00000159365,0.27993330557369933
ENSMUST00000001867,0.27899919415775337
ENSMUST00000088790,0.2776255596008125
ENSMUST00000080559,0.2760206167582444
ENSMUST00000217289,0.2725246087685167
ENSMUST00000063140,0.2698262971073818
ENSMUST00000043577,0.26959539558557133
ENSMUST00000096494,0.2672421169536166
ENSMUST00000000219,0.26132126980940656
ENSMUST00000137402,0.25632912565071625
ENSMUST00000063918,0.25140337621315145
ENSMUST00000101368,0.24925292149480213
ENSMUST00000078856,0.24913514389448518
ENSMUST00000028188,0.2490172359565208
ENSMUST00000002053,0.24847980155719573
ENSMUST00000088677,0.24534962115029763
ENSMUST00000171691,0.24430256878271914
ENSMUST00000054095,0.2415211181713385
ENSMUST00000042744,0.24055171594147154
ENSMUST00000015628,0.2391475564270639
ENSMUST00000067841,0.23689078212399983
ENSMUST00000039516,0.23689008680384788
ENSMUST00000021195,0.23630568229268906
ENSMUST00000237521,0.2323770271556555
ENSMUST00000110510,0.23233842493693782
ENSMUST00000012664,0.2304207623527668
ENSMUST00000035083,0.22677266740966234
ENSMUST00000029948,0.22454600529697744
ENSMUST00000002765,0.22420699857800425
ENSMUST00000051773,0.2234097176342383
ENSMUST00000096012,0.22267167007178304
ENSMUST00000027059,0.2224618505085973
ENSMUST00000109621,0.22219695741945233
ENSMUST00000120678,0.21632341881764477
ENSMUST00000029297,0.2157026348981646
ENSMUST00000005860,0.21480712888037107
ENSMUST00000014174,0.21403269211151402
ENSMUST00000071798,0.21150788054595135
ENSMUST00000091227,0.21106280194470392
ENSMUST00000203945,0.20985478145930012
ENSMUST00000030508,0.20608075336323362
ENSMUST00000100827,0.20417943661172092
ENSMUST00000105287,0.20125134313803258
ENSMUST00000226810,0.20088985145521945
ENSMUST00000016638,0.19788758973086082
ENSMUST00000036019,0.1975122425976267
ENSMUST00000172939,0.1966228946674006
ENSMUST00000119310,0.19621862244426388
ENSMUST00000029876,0.19598467139499376
ENSMUST00000000253,0.1957235129354466
ENSMUST00000023670,0.19548630042819481
ENSMUST00000034026,0.19401618451035785
ENSMUST00000124825,0.19341700839076223
ENSMUST00000053768,0.1932500793759391
ENSMUST00000173539,0.19263464175917924
ENSMUST00000050027,0.19125214107022526
ENSMUST00000074171,0.19123934585878324
ENSMUST00000059562,0.18682138790822833
ENSMUST00000024660,0.18655685244157014
