# Summary
Lipid,R2
PA(36:3) ,0.3844

# Feature Importances
Feature,Importance
ENSMUST00000005255,5.326305970471371
ENSMUST00000042744,2.02155186661557
ENSMUST00000173533,1.6320597937861752
ENSMUST00000233296,1.4994884000295028
ENSMUST00000029441,1.473261858916462
ENSMUST00000100070,1.4359324659044874
ENSMUST00000206034,1.1367065734740367
ENSMUST00000067741,1.0959832039730557
ENSMUST00000028188,1.044280701637933
ENSMUST00000230532,0.9128992783873247
ENSMUST00000029876,0.8522254259763304
ENSMUST00000022100,0.772911162184485
ENSMUST00000003502,0.7703882458061644
ENSMUST00000173014,0.7383689216913517
ENSMUST00000053306,0.7318670045506785
ENSMUST00000045374,0.731265506827355
ENSMUST00000175965,0.7261986406698936
ENSMUST00000221470,0.7057319269576119
ENSMUST00000124470,0.6958199964050495
ENSMUST00000109621,0.6910205183375597
ENSMUST00000160791,0.682588756568523
ENSMUST00000114893,0.6695834261984229
ENSMUST00000095037,0.6444099998093222
ENSMUST00000238946,0.613163238446
ENSMUST00000063433,0.5887166228667052
ENSMUST00000024755,0.5771532933142586
ENSMUST00000027988,0.5552704714890194
ENSMUST00000062483,0.5363511773815772
ENSMUST00000079788,0.5330913960607445
ENSMUST00000091227,0.5321447126127377
ENSMUST00000057021,0.5243563757145154
ENSMUST00000237521,0.5141384633979087
ENSMUST00000034533,0.5116532347600639
ENSMUST00000074171,0.5059726115150025
ENSMUST00000023568,0.49356415407265647
ENSMUST00000020439,0.48396659100889966
ENSMUST00000124059,0.47799065903749377
ENSMUST00000100676,0.4747878694380525
ENSMUST00000034026,0.47271558758525306
ENSMUST00000096012,0.46362577073410455
ENSMUST00000140626,0.4614483371458941
ENSMUST00000096494,0.46116328197208134
ENSMUST00000068967,0.45479742371544574
ENSMUST00000024880,0.4490036747990902
ENSMUST00000065224,0.448807978809753
ENSMUST00000103426,0.44138339654335584
ENSMUST00000100827,0.42549290865420125
ENSMUST00000160810,0.42361106856155223
ENSMUST00000027059,0.4231936192400567
ENSMUST00000050958,0.412543561144507
ENSMUST00000021770,0.4005629531358865
ENSMUST00000146497,0.39658265116387387
