# Summary
Lipid,R2
PC 34:2,0.2198

# Feature Importances
Feature,Importance
ENSMUST00000114893,3.771247776703134
ENSMUST00000233296,3.1604809872913693
ENSMUST00000082430,1.2791993455324295
ENSMUST00000050958,1.2699242854257526
ENSMUST00000160777,1.143145138729316
ENSMUST00000100827,1.1235489716926101
ENSMUST00000042744,1.062372924005051
ENSMUST00000071798,1.031000220741902
ENSMUST00000024755,1.0288351037979842
ENSMUST00000208932,1.0271311173230384
ENSMUST00000071782,1.005693601591573
ENSMUST00000087950,0.9961123977518027
ENSMUST00000022100,0.9909243480357047
ENSMUST00000023568,0.9878250919101228
ENSMUST00000039366,0.8633470808354438
ENSMUST00000067741,0.7743735400666696
ENSMUST00000164163,0.7660173913280601
ENSMUST00000054819,0.7152136885234457
ENSMUST00000189022,0.6955002685386548
ENSMUST00000075644,0.6708571140787993
ENSMUST00000081265,0.6692264786657476
ENSMUST00000237521,0.650689550997228
ENSMUST00000102534,0.6382762802261617
ENSMUST00000101197,0.6341218890524013
ENSMUST00000075764,0.6245537141830231
ENSMUST00000021284,0.623120604714674
ENSMUST00000029822,0.5987751714513961
ENSMUST00000084628,0.598561059174048
ENSMUST00000068507,0.5681897701906087
ENSMUST00000045374,0.5469806105949606
ENSMUST00000042158,0.540239537675467
ENSMUST00000160436,0.532409431907264
ENSMUST00000088790,0.5149750186559017
ENSMUST00000113054,0.5130322263764417
ENSMUST00000118661,0.5079379704722172
ENSMUST00000096494,0.4999110110404244
ENSMUST00000070375,0.48436973237920444
ENSMUST00000027601,0.4788077106395327
ENSMUST00000039516,0.47128666205752257
ENSMUST00000119598,0.4659228376948598
ENSMUST00000036060,0.4650650540930367
ENSMUST00000077191,0.46414989327539086
ENSMUST00000003754,0.46331973858190617
ENSMUST00000111087,0.4539441393968514
ENSMUST00000044380,0.44859341657854235
ENSMUST00000068967,0.44826745743821583
ENSMUST00000012587,0.4438102930786198
ENSMUST00000052708,0.43944517446778675
ENSMUST00000067841,0.4356475337870181
ENSMUST00000091458,0.43059676352318926
ENSMUST00000001854,0.4233994574975494
ENSMUST00000225962,0.4212773615475548
ENSMUST00000049395,0.3994587927861817
ENSMUST00000052827,0.39663314558423296
ENSMUST00000161255,0.38930472966407953
ENSMUST00000061294,0.38722691306596474
ENSMUST00000079721,0.3856591530605691
ENSMUST00000025497,0.38556042209346897
ENSMUST00000023807,0.38553221368383545
ENSMUST00000035020,0.38260032479975
ENSMUST00000035083,0.37891805233258696
ENSMUST00000036653,0.378055386730868
ENSMUST00000034802,0.3652416105884863
ENSMUST00000203945,0.36462674211721935
ENSMUST00000113498,0.35807908086000323
ENSMUST00000034026,0.35578676736990805
ENSMUST00000027059,0.351134139733827
ENSMUST00000061632,0.34417703728339527
ENSMUST00000160810,0.34213170975786916
ENSMUST00000238946,0.338379320205256
ENSMUST00000069334,0.3297181626690558
ENSMUST00000018614,0.3230234844576292
ENSMUST00000063597,0.32143971991995857
ENSMUST00000005255,0.3209556602691969
ENSMUST00000102665,0.3185366986054852
ENSMUST00000021770,0.3078306207626749
ENSMUST00000160791,0.3071001125955174
ENSMUST00000136205,0.3059237596291006
ENSMUST00000178477,0.30171195939642986
ENSMUST00000109424,0.30084734970272636
ENSMUST00000205228,0.2937628641963425
ENSMUST00000121021,0.292094670874884
ENSMUST00000102976,0.2913824070561155
ENSMUST00000229953,0.29126073994936724
ENSMUST00000129100,0.28779203765432093
ENSMUST00000032902,0.2871822075410059
ENSMUST00000014174,0.28653080724921737
ENSMUST00000187510,0.27822884746360377
ENSMUST00000189828,0.27767689003578855
ENSMUST00000043259,0.277634394792466
ENSMUST00000027083,0.2754161557327199
ENSMUST00000194514,0.2749261570734793
ENSMUST00000100070,0.2741670254054946
ENSMUST00000001867,0.27276160165664415
ENSMUST00000051756,0.2722120593013354
ENSMUST00000112832,0.2712107089814147
ENSMUST00000020439,0.2702863583344303
ENSMUST00000065224,0.2686643411149823
ENSMUST00000124059,0.2650796679421521
ENSMUST00000018842,0.2625006665521332
ENSMUST00000027849,0.2618722239211918
ENSMUST00000134921,0.2597647092627724
ENSMUST00000070748,0.25729416799209776
ENSMUST00000184666,0.25686269639567777
ENSMUST00000173539,0.2549187782464645
ENSMUST00000094103,0.2538102576377549
ENSMUST00000133268,0.25344355521026635
ENSMUST00000176383,0.2519895687847708
ENSMUST00000000219,0.2516476887335085
ENSMUST00000142742,0.2515325633372166
ENSMUST00000035014,0.2509193851806426
ENSMUST00000049272,0.24489133045720013
ENSMUST00000093944,0.24223730915233055
ENSMUST00000228095,0.24017420018897975
ENSMUST00000173533,0.23988488594193016
ENSMUST00000048289,0.2395997217551887
ENSMUST00000051773,0.23915341719798763
ENSMUST00000053922,0.2319542603234837
ENSMUST00000176438,0.23185902449393683
ENSMUST00000045706,0.22894213551330514
ENSMUST00000028355,0.22886691295483022
ENSMUST00000044828,0.22690161525031846
ENSMUST00000058714,0.22667833971449072
ENSMUST00000035577,0.2254293702655596
ENSMUST00000028838,0.22444714605600147
ENSMUST00000074372,0.22346382613111634
ENSMUST00000101368,0.22183451361894133
ENSMUST00000058535,0.22119592762417534
ENSMUST00000142118,0.22074674612943473
ENSMUST00000003351,0.22014192006636282
ENSMUST00000107968,0.21961373241751558
ENSMUST00000034903,0.21636429325932383
ENSMUST00000053467,0.21562354966783234
ENSMUST00000000033,0.21237421163045359
ENSMUST00000091892,0.21158493182702612
ENSMUST00000036300,0.20983831754963464
ENSMUST00000167460,0.2090089952582742
ENSMUST00000230532,0.20792192721672226
ENSMUST00000103426,0.20749894299454555
ENSMUST00000080780,0.2037418228553819
ENSMUST00000063433,0.2031484277978222
ENSMUST00000091227,0.2004335976884813
ENSMUST00000116304,0.19814486065277595
ENSMUST00000174353,0.19782584369697873
ENSMUST00000124470,0.1975703427031322
ENSMUST00000217289,0.1970662197931298
ENSMUST00000022195,0.1960929128230088
ENSMUST00000000910,0.1952979201860948
ENSMUST00000179308,0.19463846750908262
ENSMUST00000078880,0.19316282199711196
ENSMUST00000047480,0.1926492511093348
ENSMUST00000024880,0.1926256656646313
ENSMUST00000109621,0.1924441507891051
ENSMUST00000228188,0.19158965208009424
ENSMUST00000179526,0.19158729978424813
ENSMUST00000095550,0.19104951910350132
ENSMUST00000028188,0.18999936612294682
ENSMUST00000136810,0.1895366447751516
ENSMUST00000028689,0.18917497590435542
ENSMUST00000088454,0.18760026319022827
ENSMUST00000033919,0.18578471148878
ENSMUST00000108271,0.1852343483249623
ENSMUST00000066412,0.18512167716926606
ENSMUST00000038815,0.18123842486479544
ENSMUST00000169486,0.18081843266181824
ENSMUST00000086795,0.18053461047364858
ENSMUST00000162098,0.1797427844496161
ENSMUST00000033730,0.17757708144912804
ENSMUST00000084650,0.17702986519359046
ENSMUST00000028118,0.17686554615246602
ENSMUST00000022023,0.1767773539009396
ENSMUST00000109159,0.1760151259634611
ENSMUST00000047328,0.17534552730498656
ENSMUST00000090697,0.174066191587707
ENSMUST00000058787,0.1717877290040147
ENSMUST00000004076,0.17085889570340645
ENSMUST00000069763,0.1706331242343781
ENSMUST00000029876,0.1703422958265805
ENSMUST00000100676,0.16985432854461482
ENSMUST00000114904,0.16984242367129246
ENSMUST00000024660,0.16877188147715938
ENSMUST00000021970,0.16778059224905006
ENSMUST00000096012,0.16645098412919854
ENSMUST00000039631,0.165937662014142
ENSMUST00000026466,0.16474492379785763
ENSMUST00000221470,0.16366053530103594
ENSMUST00000053491,0.16193617800811902
ENSMUST00000114468,0.16167171073214967
ENSMUST00000058692,0.16116068015420618
ENSMUST00000052907,0.16007348043370737
ENSMUST00000094018,0.15792156664994145
ENSMUST00000210209,0.1565245769919535
ENSMUST00000169934,0.15615169111356295
ENSMUST00000069360,0.15506921820329123
ENSMUST00000113438,0.15440708289902055
ENSMUST00000110510,0.15439953166599604
ENSMUST00000026234,0.153885478831691
ENSMUST00000122333,0.1530742651404951
ENSMUST00000065196,0.152643265038073
ENSMUST00000113453,0.15260391579783272
ENSMUST00000124825,0.15106684834914277
ENSMUST00000062483,0.15011058544950018
ENSMUST00000031037,0.14998094569283132
ENSMUST00000116613,0.14982871742860795
ENSMUST00000081654,0.1497934502902616
ENSMUST00000102820,0.14850941668260667
ENSMUST00000175965,0.14815392375185177
ENSMUST00000139505,0.14772531889888987
ENSMUST00000057021,0.1475544586394285
ENSMUST00000090473,0.14749453086113298
ENSMUST00000059562,0.1472161447344705
ENSMUST00000084501,0.14703194469698566
ENSMUST00000088677,0.14675317357596054
ENSMUST00000016638,0.14637101545417064
ENSMUST00000173932,0.1462024304663017
ENSMUST00000028663,0.1457229909989956
ENSMUST00000023754,0.14535682410638198
ENSMUST00000030568,0.14374915880747394
ENSMUST00000060225,0.14332503728898152
ENSMUST00000137402,0.14315647555787406
ENSMUST00000130300,0.14269492475436038
ENSMUST00000058007,0.14123477069546314
ENSMUST00000052650,0.13994424468949987
ENSMUST00000061601,0.13957290608113715
ENSMUST00000064770,0.1386036198452986
ENSMUST00000099575,0.13851088508691548
ENSMUST00000022246,0.13786210203461463
ENSMUST00000146497,0.13708083528833315
ENSMUST00000028123,0.13557835723896958
ENSMUST00000053068,0.13461658059843779
ENSMUST00000037974,0.1345174032051574
ENSMUST00000087176,0.13430704235511792
