# Summary
Lipid,R2
HexCer 38:1,0.7419

# Feature Importances
Feature,Importance
ENSMUST00000109621,4.748926099003336
ENSMUST00000019994,3.8834274572484375
ENSMUST00000029876,3.1576381782523066
ENSMUST00000027083,2.8286542420969485
ENSMUST00000186458,2.2395273535400753
ENSMUST00000091227,2.011926127590925
ENSMUST00000054095,1.9662565170469846
ENSMUST00000024880,1.6719739794357238
ENSMUST00000230532,1.6590087274720227
ENSMUST00000058692,1.653680349763907
ENSMUST00000109159,1.6477736628055728
ENSMUST00000035083,1.543943314468636
ENSMUST00000029297,1.4194137100842887
ENSMUST00000005815,1.3874013513659247
ENSMUST00000107968,1.3777657910368193
ENSMUST00000020040,1.3603998740724852
ENSMUST00000061632,1.3553971606957145
ENSMUST00000105287,1.1974750428824752
ENSMUST00000090813,1.1782429401324617
ENSMUST00000028883,1.1748708036311097
ENSMUST00000122333,1.1458513017067085
ENSMUST00000042744,0.9702722190939354
ENSMUST00000159359,0.9229636474525452
ENSMUST00000206034,0.8760472469615072
ENSMUST00000018842,0.8601773901297028
ENSMUST00000028188,0.8494520022653016
ENSMUST00000210209,0.794430462285861
ENSMUST00000151015,0.7934957885053706
ENSMUST00000039987,0.7682715611600579
ENSMUST00000087176,0.7437107836658716
ENSMUST00000063140,0.7381112623799999
ENSMUST00000074171,0.7162184731293748
ENSMUST00000174353,0.67168563126843
ENSMUST00000119026,0.6450122238185952
ENSMUST00000020439,0.6326921015853114
ENSMUST00000058535,0.6180015748651287
ENSMUST00000067741,0.596330188123969
ENSMUST00000023670,0.5823129620537236
ENSMUST00000016638,0.5611963800021813
ENSMUST00000095360,0.5526926726549775
ENSMUST00000140626,0.5483063223973906
ENSMUST00000063278,0.5174065154630486
ENSMUST00000021004,0.5035666316953745
ENSMUST00000068952,0.4970239671383577
ENSMUST00000096012,0.4904076147423265
ENSMUST00000055776,0.45568687731140817
ENSMUST00000173932,0.44568235389481387
ENSMUST00000054819,0.43887202415065046
ENSMUST00000045374,0.43051892773018097
ENSMUST00000053306,0.41096850078343167
ENSMUST00000105283,0.40603131508072376
ENSMUST00000020102,0.4022919925777198
ENSMUST00000224088,0.40227431459574853
ENSMUST00000034533,0.3984306974174667
ENSMUST00000067444,0.3929937330447431
ENSMUST00000081654,0.3731489775382706
ENSMUST00000079323,0.37188266334220527
ENSMUST00000061545,0.3691128765421255
ENSMUST00000025404,0.36200146471340405
ENSMUST00000205228,0.35483099500633314
ENSMUST00000079788,0.3412635624941755
ENSMUST00000012587,0.3342495900825351
ENSMUST00000090473,0.3340762414712595
ENSMUST00000021284,0.3335387636149677
ENSMUST00000035471,0.31606599248605133
ENSMUST00000142118,0.3153700169843574
ENSMUST00000031278,0.30551524240904543
ENSMUST00000228435,0.30112695130264755
ENSMUST00000069334,0.30061319089103067
ENSMUST00000095037,0.296327527245839
ENSMUST00000036439,0.29139018447147713
ENSMUST00000089332,0.2861854173503476
ENSMUST00000039630,0.2765294033409111
ENSMUST00000027795,0.27436845559770023
ENSMUST00000094103,0.27333635727600264
ENSMUST00000111087,0.2719033553055655
ENSMUST00000115323,0.2693034281742359
ENSMUST00000066384,0.26684830474528864
ENSMUST00000043259,0.26592869577047334
ENSMUST00000029441,0.2611806419423841
ENSMUST00000101197,0.2542459368632452
ENSMUST00000096494,0.25210085147228956
ENSMUST00000054351,0.24517845933111118
ENSMUST00000139906,0.24302255080856036
ENSMUST00000091554,0.24076332617352053
ENSMUST00000027467,0.2345493824470874
ENSMUST00000187510,0.2336452261494662
ENSMUST00000027601,0.22782749361857388
ENSMUST00000173985,0.22695213742892098
ENSMUST00000044180,0.21851577405293246
ENSMUST00000078856,0.21818305273557875
ENSMUST00000152412,0.21782660988380592
ENSMUST00000093944,0.21680516325713167
ENSMUST00000071798,0.21619658183155183
ENSMUST00000034802,0.21248249237434255
ENSMUST00000044828,0.21142427161723173
ENSMUST00000032710,0.20992414818402502
ENSMUST00000066166,0.20740710002235016
ENSMUST00000164163,0.2044415947736221
ENSMUST00000044297,0.2036162499354329
ENSMUST00000120678,0.20125515606061287
ENSMUST00000095266,0.20065848439412132
ENSMUST00000229028,0.19882161783648222
ENSMUST00000023568,0.19738765019145113
ENSMUST00000053764,0.19617253382371894
ENSMUST00000078880,0.19108755932073176
ENSMUST00000036019,0.18809909550130963
ENSMUST00000106437,0.1849211667451602
ENSMUST00000057645,0.1848796934694547
ENSMUST00000060943,0.18288138703618284
ENSMUST00000102945,0.1820380599775348
ENSMUST00000183482,0.18199076620545337
ENSMUST00000114553,0.1794258623664252
ENSMUST00000109546,0.17755173833417598
ENSMUST00000062483,0.17717059786343037
ENSMUST00000005255,0.1763126905317169
ENSMUST00000038815,0.17405223340064652
ENSMUST00000077962,0.1731165470089737
ENSMUST00000042792,0.17254264355082882
ENSMUST00000070125,0.17133706528493736
ENSMUST00000109431,0.16989610671752442
ENSMUST00000094018,0.16926264335175642
ENSMUST00000099575,0.16905568435559593
ENSMUST00000137402,0.16533738955323246
ENSMUST00000000275,0.1634517331297577
ENSMUST00000175898,0.16271093724211536
ENSMUST00000100089,0.1627026075256326
ENSMUST00000034988,0.16041023452905354
ENSMUST00000005860,0.1577875251269542
ENSMUST00000052708,0.15624213556429303
ENSMUST00000003351,0.1535479740714845
ENSMUST00000161263,0.15119318470478327
ENSMUST00000077191,0.15008033170675325
ENSMUST00000160810,0.14789449281926872
ENSMUST00000130300,0.1473043764532667
ENSMUST00000021770,0.14636383125696018
ENSMUST00000118661,0.1447554146696598
ENSMUST00000059787,0.14361513052202113
ENSMUST00000106663,0.14288093294210868
ENSMUST00000060225,0.14203221444108813
ENSMUST00000023807,0.14080258727372907
ENSMUST00000032902,0.14070455844395965
ENSMUST00000075764,0.14057048987738835
ENSMUST00000173533,0.1405502841623214
ENSMUST00000043577,0.14041890225654866
ENSMUST00000036060,0.13900882396156977
ENSMUST00000045706,0.13808193939000582
ENSMUST00000087950,0.13802091065539668
ENSMUST00000128904,0.1378768812298477
ENSMUST00000100827,0.13645058900501028
ENSMUST00000238946,0.1358642068090539
ENSMUST00000052827,0.1357778268966388
ENSMUST00000225962,0.13259907441077096
ENSMUST00000067458,0.13238650263298407
ENSMUST00000047328,0.13221002074174795
ENSMUST00000075994,0.13198821749781212
ENSMUST00000189022,0.13100141906311888
ENSMUST00000052907,0.13035845519907394
ENSMUST00000036992,0.12779966777611176
ENSMUST00000059650,0.12689959926018354
ENSMUST00000062528,0.12639492756465476
ENSMUST00000164639,0.12546790360699595
ENSMUST00000217381,0.12438553975290817
ENSMUST00000027849,0.12198555849347735
ENSMUST00000051756,0.12129101001830016
ENSMUST00000233296,0.11898834302116368
ENSMUST00000044624,0.11874409311129112
ENSMUST00000056336,0.11751030900563061
ENSMUST00000101120,0.11731972073220036
ENSMUST00000053768,0.11520480659507255
ENSMUST00000056442,0.11511392710686422
ENSMUST00000131615,0.1147767427243013
ENSMUST00000184666,0.11469953371092124
ENSMUST00000191829,0.11444898328862947
ENSMUST00000095784,0.11436554735632924
ENSMUST00000063918,0.1134783702153875
ENSMUST00000001867,0.1131893476048911
ENSMUST00000089295,0.11222968672063138
ENSMUST00000022195,0.11192104756554278
ENSMUST00000114893,0.10941394728872327
ENSMUST00000112516,0.10878239971689872
ENSMUST00000180488,0.10853734688324755
ENSMUST00000028355,0.10809705593840567
ENSMUST00000025497,0.10480015344405082
ENSMUST00000036300,0.10452147256746461
ENSMUST00000088790,0.10307962235680623
ENSMUST00000160791,0.10297519030967522
ENSMUST00000075644,0.10171437744681248
ENSMUST00000124790,0.10149579048149167
ENSMUST00000237521,0.10123078410212828
ENSMUST00000110510,0.101088677266328
ENSMUST00000112706,0.09810596042783788
ENSMUST00000176161,0.0980077935775189
ENSMUST00000063597,0.09786889822156765
ENSMUST00000134921,0.097274974902145
ENSMUST00000047480,0.09724576229497439
ENSMUST00000039118,0.0972287344154703
ENSMUST00000029848,0.09537665316675559
ENSMUST00000113498,0.09302928257542663
ENSMUST00000123454,0.09188417737173236
ENSMUST00000221025,0.0911397337609832
ENSMUST00000032768,0.09017188520973225
ENSMUST00000003754,0.09003216207594987
ENSMUST00000015628,0.08925161166702034
ENSMUST00000091892,0.08916920167775186
ENSMUST00000081574,0.0887698748957605
ENSMUST00000221470,0.08865844150305563
ENSMUST00000065224,0.08847429021847365
ENSMUST00000033919,0.08796958452160264
ENSMUST00000173107,0.0877800966977272
ENSMUST00000039631,0.08764835750944168
ENSMUST00000053922,0.08724246373965451
ENSMUST00000081265,0.08709663315855831
ENSMUST00000162899,0.08680656911829628
ENSMUST00000049272,0.08577161844095132
ENSMUST00000030687,0.08438825640976168
ENSMUST00000022023,0.0837333096110515
ENSMUST00000028123,0.08295721230007744
ENSMUST00000233916,0.08215267680804987
ENSMUST00000034026,0.08116745478822232
ENSMUST00000067020,0.08019719408552092
ENSMUST00000176383,0.07857373922902913
