,withNA,noNA
ENSMUST00000028118,0.3019237224232598,0.6521193431669012
ENSMUST00000028280,0.23260022529599486,0.051508751541702605
ENSMUST00000030676,0.04935922185572061,0.2247908298449892
ENSMUST00000047328,0.23099564402455894,0.21812560037820936
ENSMUST00000057021,0.1278816385671669,0.18527162536581185
ENSMUST00000090697,0.032344340386940104,0.04166679932974275
ENSMUST00000091554,0.016333467239231736,0.12308318792368511
ENSMUST00000162772,0.05346320110493932,0.11216295323324901
ENSMUST00000021284,0.5837310697118137,0.11595228798634732
ENSMUST00000022195,0.08096524379504194,0.143991953317019
ENSMUST00000029876,0.3375488876047852,0.2176679448779726
ENSMUST00000030533,0.7235544883347422,0.7122095246473982
ENSMUST00000037974,0.07995459082358392,0.04630795058130732
ENSMUST00000058007,0.12894306325301752,0.037946355263706974
ENSMUST00000014777,0.03559090584336453,0.09404252870968208
ENSMUST00000023807,0.3711391704633606,1.4541181418817855
ENSMUST00000036060,0.051673855548441235,0.021638162931085368
ENSMUST00000123454,0.018991791468708146,0.27321384443251484
ENSMUST00000134921,0.1127162580652969,0.021800557823321843
ENSMUST00000155648,0.013883282950537937,0.02457839017669438
ENSMUST00000174661,0.11244822778312347,0.08837640015425227
ENSMUST00000203732,6.827660798539617,8.577708131439586
ENSMUST00000003754,0.025615049744761836,0.15362979450544645
ENSMUST00000021970,0.034350879449263655,0.04962512248508954
ENSMUST00000027991,0.034230595957897555,0.0936181377969062
ENSMUST00000032710,0.1198550244804001,0.04959653550947718
ENSMUST00000038364,0.042470057760185496,0.026322115161428017
ENSMUST00000039135,0.11438233325650157,0.1265592670688922
ENSMUST00000044624,0.05870240917023425,0.10965422613820079
ENSMUST00000053768,0.0009186479997412912,0.04931469563830366
ENSMUST00000064770,0.510012410274583,0.21101558390459166
ENSMUST00000067444,0.12769654630908792,0.4095025259379776
ENSMUST00000068581,0.1740986624821822,0.10140277751584975
ENSMUST00000095360,0.054787648234149375,0.060792167840951705
ENSMUST00000097648,0.01252944670763913,0.03869155945798716
ENSMUST00000111656,0.14695141963428773,0.06857578018881479
ENSMUST00000112335,0.016337811847119098,0.12892852105109753
ENSMUST00000112706,0.035312513187110976,0.08357914889725755
ENSMUST00000112832,0.08217502494376167,1.136144983319968
ENSMUST00000113438,0.0500030466908288,0.18988275778097405
ENSMUST00000130300,0.042360374782837745,0.10381148858790892
ENSMUST00000142742,0.2765332263098576,0.03465527203416715
ENSMUST00000174353,0.5199769149845597,0.07775971637216868
ENSMUST00000196324,0.007970523809964977,0.011125076832512452
ENSMUST00000238946,0.21792343719615184,0.06359328386262587
ENSMUST00000001854,0.08045636929249382,0.19615692557577075
ENSMUST00000003351,0.06799910446628031,0.06301033645777855
ENSMUST00000004076,0.05269617961299973,0.04806145327897511
ENSMUST00000005493,0.04779338120159024,0.10784339739273172
ENSMUST00000005860,0.08414419127578311,0.12210104764012167
ENSMUST00000017637,0.04582078061201647,0.046646487623750406
ENSMUST00000022013,0.19068745438852758,0.07286409405012462
ENSMUST00000027451,0.06881472458734307,0.05627750865108943
ENSMUST00000027467,0.08842936032832134,0.2162136452700771
ENSMUST00000029948,0.06764958585570467,0.21611491611205888
ENSMUST00000034903,0.10333504970214043,0.030591573680689498
ENSMUST00000036019,0.07411925263311976,0.05357506421967474
ENSMUST00000036300,0.31029149743164225,0.07450270946866008
ENSMUST00000037623,0.021740491795843968,0.04504993621474557
ENSMUST00000038815,0.061544996293657325,0.0527787895528424
ENSMUST00000042744,0.46250474109896256,0.05144245587344336
ENSMUST00000044380,0.03536216033644849,0.05224360195387865
ENSMUST00000044828,0.10089718961941692,0.07133182461728345
ENSMUST00000045738,0.09494696116173534,0.02929088397464828
ENSMUST00000050958,0.18064929089412216,0.1462542354710706
ENSMUST00000052907,0.02514960474988307,0.15837835857974064
ENSMUST00000053764,0.006807997653934932,0.013157062235947321
ENSMUST00000054351,0.07070535102203132,0.11680599041305602
ENSMUST00000054883,0.23779392401904667,0.33562412697003025
ENSMUST00000059562,0.06838533626758261,0.18184172733579737
ENSMUST00000062528,0.008789410898977744,0.1326668862302239
ENSMUST00000063278,0.16463705076006868,0.1851020653062855
ENSMUST00000070748,0.037684944892909474,0.05845583148929103
ENSMUST00000077962,0.004038020513697679,0.03260766037374339
ENSMUST00000084615,1.6758619678125277,0.4964462674006843
ENSMUST00000093852,0.08227141208302897,0.01710592035433916
ENSMUST00000099151,0.4345970162737788,0.5826038113576433
ENSMUST00000107570,0.037248328443536184,0.043381830602522986
ENSMUST00000109424,0.04232968853384625,0.03304305784448051
ENSMUST00000111063,0.09325017042217683,0.01742335208435254
ENSMUST00000111332,0.033588910022085104,0.042200350360515185
ENSMUST00000113453,2.7015398458421775,1.4907007250569513
ENSMUST00000119068,0.06127287065865216,0.16909277203906908
ENSMUST00000128904,1.3149010616861017,1.4441394104905587
ENSMUST00000139906,0.4156943773733141,0.1041886401379283
ENSMUST00000140626,0.6683286243960135,0.36440681697194277
ENSMUST00000146497,0.21744147087903737,0.2067969037897257
ENSMUST00000162899,0.08050502401702928,0.04235028998147876
ENSMUST00000167199,0.11284810862980747,0.14761896660521148
ENSMUST00000169470,0.05398525535009707,0.041927790558451646
ENSMUST00000176383,0.0562662113604655,0.13583007894042354
ENSMUST00000176438,0.003951016038851625,0.031011672772913487
ENSMUST00000184666,0.23682430181444167,0.2992691551573724
ENSMUST00000186458,0.47737831352275606,1.8868570369034328
ENSMUST00000191829,0.03487823566315543,0.2741529986896895
ENSMUST00000206034,0.1978075031032475,0.041931479472892795
ENSMUST00000219723,0.1470576790201207,0.05259500592798015
ENSMUST00000234410,0.0167181959449533,0.055897979075831127
ENSMUST00000028689,0.2095425536897318,0.09914165459040032
ENSMUST00000044278,0.10050859770148642,0.06864767032061805
ENSMUST00000159359,0.030458618439396665,0.056110654583591074
ENSMUST00000160777,0.0553463914286069,0.03326574490806609
ENSMUST00000210209,0.29688069016542434,0.08038179017936464
ENSMUST00000060125,0.0843382506076493,0.059816841588840375
ENSMUST00000061601,0.20491810362519366,0.06427247875954865
