,withNA,noNA
ENSMUST00000028118,0.24293297413110376,0.20515837862010033
ENSMUST00000028280,0.21723880673372067,0.24687267183955405
ENSMUST00000030676,0.10520257590290986,0.13708245804378807
ENSMUST00000047328,0.10324336617609947,0.1953432805961591
ENSMUST00000057021,0.16471720707293971,0.3354742267570322
ENSMUST00000090697,0.13561586475328397,0.13384400841743957
ENSMUST00000091554,0.08312898750210769,0.05512793883169173
ENSMUST00000162772,0.040142187346544546,0.03052491709061027
ENSMUST00000021284,0.3614644227248508,0.284381244468122
ENSMUST00000022195,0.09565961323578585,0.31547828302432607
ENSMUST00000029876,0.07984319719137652,0.2078916949797444
ENSMUST00000030533,0.0947365719686115,0.13094534006179634
ENSMUST00000037974,0.17669606413415231,0.24188762858504392
ENSMUST00000058007,0.3232810306602699,0.29516504282466843
ENSMUST00000014777,0.22793625440138274,0.273492991990165
ENSMUST00000023807,0.4262586085003179,0.19238456003852714
ENSMUST00000036060,0.07184155168174113,0.06974171461617677
ENSMUST00000123454,0.0745411632464922,0.1514953883075485
ENSMUST00000134921,0.129789469528945,0.14204161015889227
ENSMUST00000155648,0.08810557630673863,0.19169458940498796
ENSMUST00000174661,0.33300638533172694,0.3265510376827949
ENSMUST00000203732,0.10454654894447549,0.05372299559116135
ENSMUST00000003754,0.11799770399935569,0.10726464702892512
ENSMUST00000021970,0.17632805793634998,0.14542312047458006
ENSMUST00000027991,0.05142365494637072,0.09748919284536262
ENSMUST00000032710,0.026637411652090125,0.07709135292103961
ENSMUST00000038364,0.21467527261684113,0.058522755830850814
ENSMUST00000039135,0.05504935498369555,0.051799324101168054
ENSMUST00000044624,0.3007387365581604,0.39516539996643046
ENSMUST00000053768,0.10364214816220704,0.17164105630884752
ENSMUST00000064770,0.059209021105741874,0.10464908189896867
ENSMUST00000067444,0.2814502506071573,0.20844739416358285
ENSMUST00000068581,0.09447000522913827,0.08733149251529454
ENSMUST00000095360,0.21867835567406915,0.20164074916072108
ENSMUST00000097648,0.15009938612772888,0.1431782247643791
ENSMUST00000111656,0.1716592086740175,0.1791475687120675
ENSMUST00000112335,0.08261067689104866,0.18243759508073545
ENSMUST00000112706,0.13236974124864606,0.10114228927747357
ENSMUST00000112832,0.09276573518189414,0.1473833308148234
ENSMUST00000113438,0.07501572791532206,0.14581312568318436
ENSMUST00000130300,0.12152430652185055,0.1111436046244997
ENSMUST00000142742,0.10058625282971066,0.09945237086668768
ENSMUST00000174353,0.2302819237376187,0.14800189534833796
ENSMUST00000196324,0.20541321959599157,0.03454315670309959
ENSMUST00000238946,0.32808673872948185,0.592507053385627
ENSMUST00000001854,0.08503768569854755,0.14928500712993506
ENSMUST00000003351,0.23495492579113098,0.15509504991733353
ENSMUST00000004076,0.12868538190867157,0.11777672910029527
ENSMUST00000005493,0.6350207350565592,0.41185922076037573
ENSMUST00000005860,0.09156945010326464,0.16066764706153958
ENSMUST00000017637,0.11536654871355366,0.12204688024367887
ENSMUST00000022013,0.13024698954055416,0.08313444769296756
ENSMUST00000027451,0.0666870366522873,0.11335111726260995
ENSMUST00000027467,0.15647356577528662,0.19150505424848702
ENSMUST00000029948,0.17079131475408058,0.10758715873824858
ENSMUST00000034903,0.1864201558798682,0.09129123414548221
ENSMUST00000036019,0.1302066524529901,0.0656416367055419
ENSMUST00000036300,0.10027621762439352,0.21250052945811138
ENSMUST00000037623,0.10812598191629098,0.19108124390688508
ENSMUST00000038815,0.029643195565020212,0.09128261789370724
ENSMUST00000042744,0.21549511193109458,0.22498009923104778
ENSMUST00000044380,0.22155205796757818,0.11467587529438773
