,withNA,noNA
ENSMUST00000028118,0.3610786986764214,0.10283492327359314
ENSMUST00000028280,0.03764903283734576,0.21660438557198428
ENSMUST00000030676,0.022342582893527033,0.17542495319732024
ENSMUST00000047328,0.06759731361515606,0.07257269477988021
ENSMUST00000057021,0.40586948350325713,0.2808462364009897
ENSMUST00000090697,0.02982667034892425,0.02111561322695629
ENSMUST00000091554,0.11894350214707196,0.020024552098008054
ENSMUST00000162772,0.9797850604796856,1.063681323274
ENSMUST00000021284,0.03900077400954101,0.024230815514719232
ENSMUST00000022195,0.08669911371150685,0.12681611603642648
ENSMUST00000029876,0.20347826746954847,0.11984600541379356
ENSMUST00000030533,0.08839410433546785,0.036926778924006594
ENSMUST00000037974,0.03260563478634066,0.043119235699412284
ENSMUST00000058007,0.022331481135290134,0.038360582039989106
ENSMUST00000014777,0.36700845719111075,0.031935259741480766
ENSMUST00000023807,0.3231615500225516,0.2535100153634741
ENSMUST00000036060,0.013416471164192176,0.011695917152320608
ENSMUST00000123454,0.44564121362044573,0.0819513538075358
ENSMUST00000134921,0.06538993224607488,0.1022861390379888
ENSMUST00000155648,0.04466800921255634,0.018738641029058648
ENSMUST00000174661,0.19957200361467128,0.009245037269837584
ENSMUST00000203732,0.02763250863396612,0.011249489703274756
ENSMUST00000003754,0.4773055310129279,0.06813399585969764
ENSMUST00000021970,0.003075274081531348,0.014637563078389511
ENSMUST00000027991,0.18542524271180255,0.5121442131888586
ENSMUST00000032710,0.705183194613807,1.826023235223355
ENSMUST00000038364,0.016180423502066173,0.12738283470104983
ENSMUST00000039135,0.02241999691358788,0.1343302116599047
ENSMUST00000044624,0.013116946729938227,0.8519871278143843
ENSMUST00000053768,0.01499797224012186,0.017829783325760032
ENSMUST00000064770,1.8879789115261254,0.035229231452546944
ENSMUST00000067444,0.04936377654268384,0.26820313404752005
ENSMUST00000068581,0.09852945648916694,0.29269280755460414
ENSMUST00000095360,0.0233737137573996,0.02596790269550993
ENSMUST00000097648,0.05477762092400508,0.053259056327392064
ENSMUST00000111656,0.09434164932322651,0.05081189762467441
ENSMUST00000112335,0.686040843889333,0.6558205680012528
ENSMUST00000112706,0.01252779674871444,0.03529405158096033
ENSMUST00000112832,0.040984074247251416,0.009691774790294561
ENSMUST00000113438,0.9671377710068233,0.7373832748735989
ENSMUST00000130300,0.15164117997884344,0.08730204172212
ENSMUST00000142742,0.9746491684044976,0.3120022302705002
ENSMUST00000174353,3.051946049156018,4.912084674789802
ENSMUST00000196324,0.022181153318521857,0.026845892322685937
