,withNA,noNA
ENSMUST00000028118,0.05373423319240095,0.05753445160470861
ENSMUST00000028280,0.043949124328596295,0.05533189898940725
ENSMUST00000030676,0.08386966863468776,0.10754247260506493
ENSMUST00000047328,0.0811147936936196,0.03734676918191764
ENSMUST00000057021,0.13080784449590915,0.09927287291681258
ENSMUST00000090697,0.14461076280932192,0.14498334102400615
ENSMUST00000091554,0.10258692660411987,0.10154970262731725
ENSMUST00000162772,0.03273875491565937,0.03200437603431986
ENSMUST00000021284,0.30164604364474173,0.12075437090534713
ENSMUST00000022195,0.14848543037787154,0.15769229674901164
ENSMUST00000029876,0.8372568198647052,1.3734213105685087
ENSMUST00000030533,0.09040946663902247,0.06874646871239942
ENSMUST00000037974,1.132768773597579,1.1483229205361147
ENSMUST00000058007,0.1875409075455049,0.11963678830810899
ENSMUST00000014777,0.1300073913746521,0.045020111098274876
ENSMUST00000023807,0.04404102490435331,0.0661119250663427
ENSMUST00000036060,0.026607994668678796,0.05867586030489132
ENSMUST00000123454,0.04020410109221473,0.16731431049031298
ENSMUST00000134921,0.0765319563482177,0.07515503375436788
ENSMUST00000155648,0.015927848503592766,0.11078800166824641
ENSMUST00000174661,0.10248287132727879,0.09460619256664689
ENSMUST00000203732,0.047640561560512495,0.025410344708295413
ENSMUST00000003754,0.04603742338176398,0.22723964255033455
ENSMUST00000021970,0.06635912013493152,0.11862782101834725
ENSMUST00000027991,0.014049116319611704,0.034093010106381647
ENSMUST00000032710,0.3807537116130576,0.3305884693406651
ENSMUST00000038364,0.023212353947058617,0.013070066028625099
ENSMUST00000039135,0.2449252190274453,0.03697511868285395
ENSMUST00000044624,0.11480356314882752,0.1084352770926284
ENSMUST00000053768,0.24866222203514315,0.18626747598783386
ENSMUST00000064770,0.07356476566482659,0.09558069303482576
ENSMUST00000067444,7.458800831181137,5.902817118539338
ENSMUST00000068581,0.151384379533959,0.11264809244285684
ENSMUST00000095360,0.05514831571633391,0.06911750593537906
ENSMUST00000097648,0.08193759996645024,0.030130552439858543
ENSMUST00000111656,0.04357372084830918,0.0658916409112438
ENSMUST00000112335,0.04286271054960141,0.05798558727733131
ENSMUST00000112706,0.26245676982168564,0.24096998221665555
ENSMUST00000112832,0.06214920528020389,0.12878489262217122
ENSMUST00000113438,0.36940794464007437,0.15978214273986527
ENSMUST00000130300,0.05125182050078324,0.23514057455901413
ENSMUST00000142742,0.01632344473974066,0.5118260711813394
ENSMUST00000174353,0.2674525493095918,0.33762867138316194
ENSMUST00000196324,0.07599582715135697,0.18821921176991427
ENSMUST00000238946,0.5865709038548413,0.5016540621342634
ENSMUST00000001854,0.2637254705778875,0.12066134318836201
ENSMUST00000003351,0.03145727732318352,0.04150193890145768
ENSMUST00000004076,0.2678189403929447,0.0478396440976592
ENSMUST00000005493,0.03481976853737714,0.12507822854045134
ENSMUST00000005860,0.08520782811180651,0.1868050272678297
ENSMUST00000017637,0.009171924829621765,0.17558786126322012
ENSMUST00000022013,0.019196747074738833,0.04289280890004479
ENSMUST00000027451,0.024380331854167235,0.00032048783143561843
ENSMUST00000027467,0.06705905042405286,0.24826583485762652
ENSMUST00000029948,0.187206192075865,0.0732667658053379
ENSMUST00000034903,0.05375164807505677,0.060015101319970086
ENSMUST00000036019,0.08479031096447352,0.05221068507378135
ENSMUST00000036300,0.17573338316464351,0.14019801722298633
ENSMUST00000037623,0.026429004356184744,0.04608504056791196
ENSMUST00000038815,0.22332567291670727,0.05732534149502122
ENSMUST00000042744,1.9231430197397295,1.6950706192293206
ENSMUST00000044380,0.0949046479102677,0.05019668681883334
ENSMUST00000044828,0.07121052301672957,0.13973945276555322
ENSMUST00000045738,0.03302512500387758,0.07843572471695041
ENSMUST00000050958,0.06113230676584547,0.10019134661284297
ENSMUST00000052907,0.12761057376996965,0.13540187627600367
ENSMUST00000053764,0.13393418900738965,0.03091203621944521
ENSMUST00000054351,0.16716092029701365,0.25548191337797277
ENSMUST00000054883,0.047313083105284356,0.1793103380739925
ENSMUST00000059562,0.22322301106125692,0.11082358251002825
ENSMUST00000062528,0.05252790149358177,0.026308430009872368
ENSMUST00000063278,0.07859861127780507,0.07754227918416609
ENSMUST00000070748,0.16695529486454072,0.15874303580594043
ENSMUST00000077962,0.03641436796920508,0.09705471709719969
ENSMUST00000084615,0.12421105109304922,0.10205563627466545
ENSMUST00000093852,0.0444537331207605,0.034575189659404176
ENSMUST00000099151,0.22380737437078807,0.2547233910239417
ENSMUST00000107570,0.06227963072235679,0.045996390928236305
ENSMUST00000109424,0.04828392426005299,0.06143279578341654
ENSMUST00000111063,0.05934449183571823,0.013387190956794748
ENSMUST00000111332,0.07306229075348587,0.026257530193195457
ENSMUST00000113453,2.44196326204472,2.500879642490627
ENSMUST00000119068,0.04235903837254848,0.11927305964791986
ENSMUST00000128904,0.01887436771289642,0.004433404131218027
ENSMUST00000139906,0.2097797175115369,0.2276831214915104
ENSMUST00000140626,0.26351262547151677,0.06608985593345904
ENSMUST00000146497,0.2482242776745622,0.2652569691911543
ENSMUST00000162899,0.33609302121136436,0.20358837581460934
ENSMUST00000167199,0.03430097020489146,0.05540327126857091
ENSMUST00000169470,0.1326546489152979,0.12539424918560424
ENSMUST00000176383,0.146522313912598,0.45290818872253286
ENSMUST00000176438,0.07796016793007199,0.19617254643178353
ENSMUST00000184666,0.39236286298867473,0.32087310787519985
ENSMUST00000186458,1.6523204822787576,1.237173639556254
ENSMUST00000191829,0.10196943741716717,0.12109276328635644
ENSMUST00000206034,0.08110484062514402,0.0513141879222446
ENSMUST00000219723,0.008315078603465137,0.022945642300276726
ENSMUST00000234410,0.5731572824225967,0.529345427185585
ENSMUST00000028689,0.24362846859059165,0.2704811561874647
ENSMUST00000044278,0.04253066463881879,0.062486051714697725
ENSMUST00000159359,0.024632868356607822,0.01663857934897265
ENSMUST00000160777,0.035806226864297595,0.02393976618278706
ENSMUST00000210209,0.9290274514679976,1.1333306485635601
ENSMUST00000060125,0.05328293447858091,0.031159013544177716
ENSMUST00000061601,0.06376568539161953,0.028545170543467436
ENSMUST00000095784,0.21643994116962867,0.34028625927898815
ENSMUST00000109191,0.23651101922582232,0.18260631272797365
ENSMUST00000139064,0.5199843383040302,0.37687227938594775
ENSMUST00000189828,0.15302403653551128,0.03221111118801828
ENSMUST00000022246,0.047137747780164115,0.09857802249589137
ENSMUST00000035471,0.07796833772347471,0.12558398540942492
ENSMUST00000058714,0.32969426612065234,0.15760552378019532
ENSMUST00000063918,0.2712054152923466,0.4636079850294626
ENSMUST00000105287,0.5003365836623824,0.5671795857421926
ENSMUST00000053017,0.29055047736404316,0.09672788106690024
ENSMUST00000078880,0.804554909015929,0.8800416509093179
ENSMUST00000081654,0.20790705240028626,0.21856102364261062
ENSMUST00000093944,0.26873530157027237,0.15172091777934707
ENSMUST00000000033,0.14952326740777594,0.22880444835670033
ENSMUST00000016231,0.11241409584894531,0.12472793588682884
ENSMUST00000018614,0.24296357398006863,0.1447311115341607
ENSMUST00000039987,0.2502034726858921,0.12491808057368885
ENSMUST00000087176,0.06896385871555119,0.3338610816130393
ENSMUST00000089215,0.021543631738114043,0.23931895491891675
ENSMUST00000169486,0.08132974430340345,0.25479272965728783
ENSMUST00000175898,0.11136337670548131,0.1820681536239029
ENSMUST00000176161,0.36829977088465765,0.06798317394302406
ENSMUST00000028389,0.0808762401374084,0.06306997335155369
ENSMUST00000032902,0.40282224495385394,0.33819194682368725
ENSMUST00000049272,0.17795940289354162,0.19576579961062468
ENSMUST00000050519,0.0874175366199432,0.15282104703690014
ENSMUST00000090473,0.22698687386798766,0.7814493102338218
ENSMUST00000109621,0.3425566772624066,0.11502156629887768
ENSMUST00000114904,0.07353971177859824,0.0598067245047945
ENSMUST00000096012,1.2272481564740958,0.8493121228935339
ENSMUST00000173539,0.04557952617205263,0.04754832617038205
ENSMUST00000228307,0.08187564936189803,0.17469004974439978
ENSMUST00000230532,0.17963692906424178,0.41843807010291234
