,withNA,noNA
ENSMUST00000028118,1.4634847013904244,1.9997750145664277
ENSMUST00000028280,0.08525736704532406,0.0778303116539582
ENSMUST00000030676,0.05295104145969488,0.21552568776885542
ENSMUST00000047328,0.39608329222873057,0.5552720252547048
ENSMUST00000057021,0.7403326129797908,0.4403082355912778
ENSMUST00000090697,0.1973852675748901,0.030455152124782406
ENSMUST00000091554,0.012647270996002874,0.15186726885814358
ENSMUST00000162772,0.04103027235775672,0.07257226935951333
ENSMUST00000021284,0.1243759211609762,0.2677799221010305
ENSMUST00000022195,0.0944356971554714,0.09462121125086005
ENSMUST00000029876,0.6406395146218142,0.4866677280968789
ENSMUST00000030533,0.041483292896845894,0.05542178582708192
ENSMUST00000037974,0.03308242368785808,0.02393864862064931
ENSMUST00000058007,0.1912817620804665,0.2233567106707501
ENSMUST00000014777,0.10404202080412228,0.01593626003923108
ENSMUST00000023807,0.9762084387671535,1.1332939200662988
ENSMUST00000036060,0.013074354405309026,0.11006483952216403
ENSMUST00000123454,0.037001016348569095,0.017844512615108738
ENSMUST00000134921,0.07938145213602786,0.03879719985031944
ENSMUST00000155648,0.08280334893114621,0.14239018968885128
ENSMUST00000174661,0.20039940555115504,0.06991839956262806
ENSMUST00000203732,0.0844678953067145,0.017577060274166
ENSMUST00000003754,0.0358034701782481,0.17010637949266522
ENSMUST00000021970,0.048278381650457176,0.03515032515780526
ENSMUST00000027991,0.11756939770763887,0.3391660669048181
ENSMUST00000032710,0.14173948301510877,0.1397638987722274
ENSMUST00000038364,0.048225416566175384,0.04149366070104615
ENSMUST00000039135,0.017076377115567067,0.02517662109844338
ENSMUST00000044624,0.10415226815821921,0.07551418705969641
ENSMUST00000053768,0.1126705486392718,0.10792039396723535
ENSMUST00000064770,0.020912541451346214,0.0038317735817898946
ENSMUST00000067444,0.05577215883392239,0.24807395525680823
ENSMUST00000068581,0.14667271169331622,0.13338323002190924
ENSMUST00000095360,0.0643401914720405,0.04429741967718203
ENSMUST00000097648,1.6732279986041165,1.719476720641578
ENSMUST00000111656,0.08159049308953176,0.29806990089540025
ENSMUST00000112335,0.28232370577599875,0.8694634871250037
ENSMUST00000112706,0.03181352862721855,0.028357385070219756
ENSMUST00000112832,0.05645353939337126,0.06945848547816255
ENSMUST00000113438,0.09013104738103798,0.1359716553296334
ENSMUST00000130300,0.2485378736139573,0.21593288428457555
ENSMUST00000142742,0.22924132570812764,0.11405020804390092
ENSMUST00000174353,0.38578088146308304,0.19261298026021628
ENSMUST00000196324,0.17554916996467895,0.03286340080020395
ENSMUST00000238946,0.2350269629684399,0.24374283848858752
ENSMUST00000001854,0.18353054671963945,0.07503933195193842
ENSMUST00000003351,0.473426740971251,0.07052298396658337
ENSMUST00000004076,0.16582140360082426,0.1445095436722765
ENSMUST00000005493,0.02409699802401665,0.06971246800630174
ENSMUST00000005860,0.11508344196301346,0.17361393332904743
ENSMUST00000017637,0.07432363849929433,0.01090892343459169
ENSMUST00000022013,0.060115966770847074,0.07122844390568134
ENSMUST00000027451,0.1189688366463107,0.051188733075422335
ENSMUST00000027467,0.06436797691033164,0.07673952125022841
ENSMUST00000029948,0.1315842218759484,0.06168780700557748
ENSMUST00000034903,0.1004909626036837,0.03980224873606388
ENSMUST00000036019,0.03335532875300103,0.13885395817251572
ENSMUST00000036300,0.03407880440966808,0.04734268801762222
ENSMUST00000037623,0.040555714751666465,0.051140308291191865
ENSMUST00000038815,0.14334676435442736,0.10837541870077386
ENSMUST00000042744,0.4998413083744476,0.4464644665492532
ENSMUST00000044380,0.0775263442216986,0.011929968482129329
ENSMUST00000044828,0.39361164690309947,0.176869373597793
