,withNA,noNA
ENSMUST00000028118,0.13474819009225694,0.10118011111551058
ENSMUST00000028280,0.20067738584706457,0.07133305631903906
ENSMUST00000030676,0.06203300138370348,0.04446835137657479
ENSMUST00000047328,0.23283192590262283,0.1383103958788051
ENSMUST00000057021,0.09036832798709757,0.053745748981410484
ENSMUST00000090697,0.07994109648926213,0.02512619183743708
ENSMUST00000091554,0.1930070887774583,0.19561961963078142
ENSMUST00000162772,0.051300058646331276,0.08352250340314321
ENSMUST00000021284,0.1640183227768144,0.24356231356730268
ENSMUST00000022195,0.10811194625770441,0.15338156651551826
ENSMUST00000029876,0.05970916916517575,0.026768168153747215
ENSMUST00000030533,0.07960521114150146,0.061762853584698574
ENSMUST00000037974,0.050938833537820694,0.2078504713729949
ENSMUST00000058007,0.4876083069673384,0.06311199058041415
ENSMUST00000014777,0.0887799172799798,0.08769805258087418
ENSMUST00000023807,0.052063063037338375,0.15674373519282417
ENSMUST00000036060,0.3251953728936834,0.295305685578504
ENSMUST00000123454,0.2260150185279264,0.19957696353371818
ENSMUST00000134921,0.14983630530016231,0.0629093455401783
ENSMUST00000155648,0.1932230472021177,0.11018081459482387
ENSMUST00000174661,0.44515206362119475,0.16345914374428983
ENSMUST00000203732,0.23405978194789323,0.17274694983431305
ENSMUST00000003754,0.07205185058419473,0.05170523924120553
ENSMUST00000021970,0.115003504089062,0.09354232272754219
ENSMUST00000027991,0.08196910623672317,0.15197241737169512
ENSMUST00000032710,0.049397656278081334,0.1163275606876428
ENSMUST00000038364,0.07204685191930592,0.10937770243290795
ENSMUST00000039135,0.29934851067158424,0.11805077881935601
ENSMUST00000044624,0.16652225905605136,0.19547435154357454
ENSMUST00000053768,0.2500647476672579,0.14785248239708457
ENSMUST00000064770,0.0823669654395752,0.32941185028753117
ENSMUST00000067444,0.07841834064759852,0.02429462987439042
ENSMUST00000068581,0.20336338340445798,0.11165549323170018
ENSMUST00000095360,0.3736905851631781,0.1085892663315005
ENSMUST00000097648,0.15193113915295572,0.07691623077465153
ENSMUST00000111656,0.2927119650375216,0.29350010547781075
ENSMUST00000112335,0.6460703289999425,0.25979259697341744
ENSMUST00000112706,0.08015011370627426,0.07426665376273502
ENSMUST00000112832,0.18297217712907654,0.11019661062923954
ENSMUST00000113438,0.21853325808535223,0.08189322482957599
ENSMUST00000130300,0.22997728112059518,0.09616837078581561
ENSMUST00000142742,0.1849970385492798,0.0837445639331318
ENSMUST00000174353,0.15630491891494921,0.15327274970443402
ENSMUST00000196324,0.5312310274459476,0.23464521902922572
ENSMUST00000238946,0.638806325320399,0.13765161261851572
ENSMUST00000001854,0.26980043025403805,1.1149437163502796
ENSMUST00000003351,0.09721696711977257,0.14580156211435813
ENSMUST00000004076,0.1418543039358698,0.02125817491504846
ENSMUST00000005493,0.39755041461196694,0.03940073195033571
ENSMUST00000005860,0.1101188138322947,0.05420449886986996
ENSMUST00000017637,0.20875547010666629,0.15481671908542768
ENSMUST00000022013,0.11237550102974003,0.09897879534857584
ENSMUST00000027451,0.03472120054603058,0.10514882730615492
ENSMUST00000027467,0.07423388813649856,0.3151341442626941
ENSMUST00000029948,0.24875109133971746,0.26148417721658723
ENSMUST00000034903,0.22494620058064738,0.0924534370476921
ENSMUST00000036019,0.132864565809316,0.10844664542850078
ENSMUST00000036300,0.3390549259779855,0.21553901927039812
ENSMUST00000037623,0.057951802757026744,0.10977588530322284
ENSMUST00000038815,0.09509444300653523,0.12176178857156268
ENSMUST00000042744,0.11207613309383506,0.14924168635242555
ENSMUST00000044380,0.11660821722729064,0.1530399688608097
ENSMUST00000044828,0.1876920827894598,0.17179973065032278
ENSMUST00000045738,0.19068188469265918,0.07207364239751063
ENSMUST00000050958,0.05256461135465885,0.20852532505078927
ENSMUST00000052907,0.25692569114834646,0.20287355540855947
ENSMUST00000053764,0.09969067610872417,0.043467086203948534
ENSMUST00000054351,0.18125185971734467,0.1682048605860138
ENSMUST00000054883,0.08468960447813421,0.06698048871413181
ENSMUST00000059562,0.0712201734131363,0.18047752380582907
ENSMUST00000062528,0.07975978882396352,0.10152135914224161
ENSMUST00000063278,2.0622935521738865,0.07562206380847027
ENSMUST00000070748,0.06587820668856191,0.4635693527054577
ENSMUST00000077962,0.05500529553121448,0.05971081163846701
ENSMUST00000084615,0.11064705404407461,0.05064910866221547
ENSMUST00000093852,0.10364342920786031,0.1136955073408436
ENSMUST00000099151,0.30139091383135175,0.10135423611865964
ENSMUST00000107570,0.055633570331174345,0.1346809382340927
ENSMUST00000109424,0.27114916063316924,0.22292389077114094
ENSMUST00000111063,0.09274174141270142,0.05929081426567442
ENSMUST00000111332,0.08537421791855462,0.0033036619210713544
ENSMUST00000113453,0.06004820755854151,0.08935766624266565
ENSMUST00000119068,0.11329171412461342,0.18347733570197255
ENSMUST00000128904,0.05453910830510239,0.10558508247935117
ENSMUST00000139906,0.2746501430558383,0.1706920233887254
