,Lipid,R2_mean,MAPE_mean
0,LPC O-16;2,0.6348,0.2601
1,LPC 16;0_dup,0.2353,0.3235
2,LPC O- 18;3,0.4181,0.2608
3,LPC O-18;2,0.3779,0.2435
4,LPC O-16;2_dup,0.5588,0.2512
5,LPC 15;1,0.7975,0.4347
6,LPC 18;1,0.3597,0.3071
7,LPC 18;0_dup,0.33,0.3179
8,LPC 16;0,0.5087,0.2699
9,LPC O-18;3,0.2938,0.5091
10,LPC O-18;2_dup,0.2407,0.542
11,LPC 18;1_dup,0.4026,0.2717
12,LPC 18;0,0.4259,0.2378
13,LPC 20;4,0.504,0.2905
14,Cer 36;1,0.071,0.5788
15,LPC 22;6,0.519,0.3399
16,Cer 40;2,0.5996,0.4089
17,Cer 42;2,0.5853,0.431
18,PE(30;1) ,0.2553,0.7384
19,HexCer(d32;2) ,0.7028,0.2875
20,PA(34;2) ,0.6457,0.2038
21,PE(32;1) _dup,0.4705,0.5039
22,PE(32;1) ,0.5291,0.4224
23,PA(34;1),0.834,0.1987
24,PG(30;1) _dup,0.6088,0.2316
25,PG(30;1) ,0.6575,0.2202
26,LPE(34;6) ,0.4146,0.497
27,PC 31;0_dup,0.0989,0.9502
28,PA(P-38;6) ,0.1618,0.8289
29,SM 36;1,0.4774,0.3693
30,PC 32;1_dup,0.3881,0.303
31,PC 32;0,0.5202,0.3275
32,PA 36;4,0.5636,0.3183
33,PI-Cer(t28;0) _dup,0.3096,0.8021
34,PA(36;3) ,0.4241,0.2298
35,PI-Cer(t30;2) ,0.2588,0.4915
36,PA 36;2,0.7308,0.1806
37,PI-Cer(t30;1) _dup,0.7015,0.179
38,PE(34;1) ,0.1302,0.9132
39,PA 36;1,0.5282,0.1884
40,PA 36;1_dup,0.6673,0.2041
41,SM 34;1,0.6784,0.6989
42,PI-Cer(t30;0) ,0.3153,0.3656
43,PI-Cer(t30;0) _dup,0.5724,0.2092
44,PC 31;0,0.606,0.6158
45,PC(30;0) ,0.528,0.2049
46,PG 32;0,0.3449,0.3527
47,PC 33;1,0.1751,1.0733
48,PC 33;0,0.5754,0.3865
49,PI-Cer(t28;0) ,0.5418,0.2879
50,SM(d36;1) ,0.8119,0.2807
51,PC(32;1) ,0.7201,0.2464
52,PE-Cer(d38;1) ,0.3889,0.759
53,PE 34;1,0.3292,0.2471
54,PC 34;2,0.2719,0.4027
55,PC 34;1,0.3254,0.331
56,PC 34;0,0.2548,0.3183
57,PC 34;0_dup,0.387,0.3337
58,PI-Cer(t30;0) _dup,0.0837,0.9482
59,PE 38;6,0.274,1.0438
60,PA 38;3,0.4269,0.2003
61,PI-Cer(t32;2) ,0.3648,0.2289
62,PE(36;2) ,0.1061,1.0173
63,PS(O-34;0(OH)) ,0.7517,0.423
64,SM(d36;2) ,0.8079,0.2589
65,PA 39;1,0.6958,0.4808
66,PI-Cer(t32;1) ,0.1193,0.819
67,PI-Cer(t32;1) _dup,0.6401,0.2133
68,PE O-36;2,0.4698,0.4215
69,PE 38;4,0.6141,0.3438
70,PA(38;1) ,0.43,0.3407
71,SM 36;1_dup,0.815,0.287
72,PC 32;1,0.7971,0.2146
73,PE 36;0,0.8,0.2782
74,LBPA(34;1) ,0.7411,0.2155
75,PC 32;0_dup,0.8384,0.2412
76,PG(34;0) ,0.8345,0.2407
77,PC 35;1,0.4554,0.3866
78,PA 40;4,0.6958,0.2382
79,PC 35;0,0.336,0.7123
80,PI-Cer(t30;1) ,0.4671,0.2791
81,PE 36;4,0.4166,0.296
82,PI-Cer(t30;0) _dup,0.3049,0.4971
83,PE 36;3,0.1948,0.8872
84,PE 36;2,0.4357,0.2789
85,HexCer 36;1,0.6913,0.3695
86,PC 34;1_dup,0.7869,0.2137
87,HexCer 40;2,0.6807,0.5201
88,PE O-39;7,0.4532,0.2301
89,CerP(t42;1) ,0.5096,0.2297
90,PC 34;0_dup,0.6835,0.2347
91,PE 38;6_dup,0.4821,0.6374
92,PE O-39;6,0.1117,0.8921
93,PE(36;0) ,0.5034,0.2449
94,PC 36;2,0.3251,0.326
95,PA 40;6,0.3277,0.6959
96,PA 40;6_dup,0.6865,0.2578
97,PC 36;1_dup,0.5533,0.369
98,PA(40;5) ,0.7367,0.2318
99,PI-Cer(t32;1) _dup,0.6786,0.2299
100,PE O-38;5_dup,0.1359,0.8802
101,PE 38;4_dup,0.5821,0.4261
102,PE 40;6_dup,0.3609,1.103
103,PG(36;1(OH)) ,0.2896,1.4058
104,PE 37;2,0.5947,0.2412
105,PE 40;4,0.393,0.451
106,SM 38;1,0.7516,0.3646
107,PC 34.1,0.7346,0.236
108,PG(36;1) ,0.7303,0.2324
109,PE O-40;6,0.6697,0.2109
110,PE O-40;6_dup,0.7582,0.2388
111,PE 38;6_dup,0.6907,0.3242
112,PC 37;1,0.2693,0.505
113,PG(34;1(OH)) ,0.6329,0.3001
114,PA 42;4,0.3917,0.4433
115,PE O-38;5,0.2692,0.2759
116,PC 36;4,0.8034,0.2673
117,PI-Cer(t32;1) _dup,0.2035,0.8369
118,PE 38;4_dup,0.6266,0.3257
119,PC 38;6,0.5111,0.3509
120,PC 36.2,0.5126,0.2408
121,HexCer 40;0,0.6318,0.399
122,PC 35;2,0.4535,0.6568
123,HexCer 38;1,0.7391,0.4486
124,PC 36;1,0.6078,0.2341
125,PA(42;8) ,0.4959,0.3454
126,PE(40;7) ,0.2986,0.8476
127,PC 35;1_dup,0.5793,0.2271
128,PA 42;7,0.5648,0.2905
129,SM 42;2,0.514,0.4958
130,PE(P-40;6) ,0.3166,0.7598
131,PE 40;6,0.6018,0.3609
132,PG(36;1(OH)) _dup,0.5125,0.4539
133,PE(O-40;6) ,0.1969,0.9038
134,PE O-41;11,0.4256,0.325
135,PC 36;4_dup,0.835,0.2832
136,PE(42;6) ,0.2374,0.8256
137,PS(38;0) ,0.7818,0.3692
138,PG(38;4) ,0.8203,0.2715
139,PC O-39;9,0.7259,0.255
140,PC 36;3,0.46,0.2643
141,HexCer 40;1,0.7892,0.4506
142,PG(38;3) ,0.4012,0.3223
143,PE(40;9) ,0.656,0.4003
144,PE O-42;8,0.5311,0.2309
145,PG(38;2) ,0.491,0.2167
146,SM 40;1,0.8175,0.6531
147,PE(40;8) ,0.1541,0.9217
148,PC 36;1_dup,0.6749,0.2443
149,PG(38;1) ,0.661,0.2322
150,PE 40;7,0.6608,0.2954
151,PS 36;1,0.6338,0.5751
152,PC 38;6_dup,0.7485,0.2677
153,PE 40;6_dup,0.6496,0.3977
154,PC 38;5,0.679,0.341
155,PG(36;1(OH)) _dup,0.6291,0.3638
156,PC 38;4_dup,0.7614,0.2655
157,HexCer 42;2,0.7816,0.505
158,PE(40;4) ,0.4915,0.2551
159,Hex2Cer 32;1,0.4364,0.5847
160,PC 40;6,0.3844,0.437
161,SM 42;2_dup,0.665,0.5855
162,HexCer 40;2;O3,0.713,0.4211
163,PI-Cer(d38;0) ,0.7806,0.7788
164,HexCer(t40;0) ,0.7271,0.4129
165,HexCer(t40;0) _dup,0.7265,0.4257
166,SM(t40;1) ,0.5323,0.442
167,PC 38;6_dup,0.7888,0.2984
168,PG(40;6) ,0.7739,0.2796
169,PC(38;5) ,0.6358,0.3573
170,PC(38;5) _dup,0.7921,0.2871
171,PS(40;1) ,0.7258,0.3689
172,PG(40;5) ,0.7587,0.2688
173,PC 38;4,0.7935,0.2724
174,HexCer 42;2_dup,0.7976,0.8491
175,HexCer(t42;2) ,0.7224,0.3879
176,PG(40;4) ,0.7774,0.2657
177,PS 38;4,0.565,0.6254
178,PC 38;3,0.6824,0.259
179,HexCer 42;1,0.7263,0.3702
180,HexCer 42;1_dup,0.7901,0.6154
181,PA(48;11) ,0.3806,0.6375
182,SM 42;2_dup,0.661,0.4542
183,PC 38;2,0.703,0.3383
184,PE(40;2(OH)) ,0.4342,0.5727
185,PC 38;1,0.7736,0.3357
186,PG(40;1) ,0.7362,0.3901
187,PC 40;6_dup,0.5877,0.3085
188,HexCer 42;2;O3,0.7579,0.6409
189,HexCer 42;1;O3,0.7615,0.787
190,PGP(34;1) ,0.3904,0.6071
191,HexCer(t42;0) ,0.7111,0.3971
192,SM(t42;1) ,0.4049,0.5465
193,PC(40;7) ,0.6385,0.2866
194,PC 40;6_dup,0.6657,0.3238
195,PG(42;6) ,0.6424,0.3065
196,Hex2Cer 32;0,0.4567,0.5534
197,SHexCer 38;1;3,0.4382,0.4151
198,PE(44;11(OH)) ,0.095,0.9315
199,PC(40;4) ,0.5541,0.2872
200,PS(40;4) ,0.1387,0.9365
201,PIP(O-36;5) ,0.1998,0.8556
