,Lipid,R2_mean,MAPE_mean
0,LPC O-16;2,0.3246,0.4574
1,LPC 16;0_dup,0.0721,0.3906
2,LPC O- 18;3,0.182,0.3693
3,LPC O-18;2,0.1412,0.3203
4,LPC O-16;2_dup,0.3044,0.3747
5,LPC 15;1,0.3939,1.128
6,LPC 18;1,0.2121,0.3758
7,LPC 18;0_dup,0.1628,0.3736
8,LPC 16;0,0.2167,0.4817
9,LPC O-18;3,0.1371,0.6156
10,LPC O-18;2_dup,0.1132,0.6331
11,LPC 18;1_dup,0.2508,0.3721
12,LPC 18;0,0.2265,0.3142
13,LPC 20;4,0.2118,0.4235
14,Cer 36;1,0.0226,0.6137
15,LPC 22;6,0.228,0.5155
16,Cer 40;2,0.2599,0.7071
17,Cer 42;2,0.2684,0.7222
18,PE(30;1) ,0.1248,0.8641
19,HexCer(d32;2) ,0.4176,0.4788
20,PA(34;2) ,0.3494,0.3204
21,PE(32;1) _dup,0.2152,0.6848
22,PE(32;1) ,0.2426,0.6092
23,PA(34;1),0.467,0.5155
24,PG(30;1) _dup,0.3312,0.3623
25,PG(30;1) ,0.3621,0.3632
26,LPE(34;6) ,0.2097,0.643
27,PC 31;0_dup,0.0539,0.9999
28,PA(P-38;6) ,0.0801,0.914
29,SM 36;1,0.2245,0.5756
30,PC 32;1_dup,0.1959,0.3811
31,PC 32;0,0.294,0.5117
32,PA 36;4,0.3316,0.4505
33,PI-Cer(t28;0) _dup,0.1832,0.9208
34,PA(36;3) ,0.1919,0.3021
35,PI-Cer(t30;2) ,0.1183,0.5655
36,PA 36;2,0.3385,0.4708
37,PI-Cer(t30;1) _dup,0.3253,0.3945
38,PE(34;1) ,0.0594,0.9687
39,PA 36;1,0.2407,0.282
40,PA 36;1_dup,0.3144,0.3758
41,SM 34;1,0.1505,1.043
42,PI-Cer(t30;0) ,0.1415,0.4453
43,PI-Cer(t30;0) _dup,0.2649,0.3263
44,PC 31;0,0.1649,0.77
45,PC(30;0) ,0.2615,0.2941
46,PG 32;0,0.1664,0.4309
47,PC 33;1,0.0708,1.209
48,PC 33;0,0.3524,0.6338
49,PI-Cer(t28;0) ,0.2864,0.4497
50,SM(d36;1) ,0.5085,0.5813
51,PC(32;1) ,0.4495,0.368
52,PE-Cer(d38;1) ,0.1934,0.9499
53,PE 34;1,0.1238,0.3253
54,PC 34;2,0.1001,0.4518
55,PC 34;1,0.1359,0.5217
56,PC 34;0,0.1058,0.3937
57,PC 34;0_dup,0.1663,0.4655
58,PI-Cer(t30;0) _dup,0.0306,1.0061
59,PE 38;6,0.1713,1.1784
60,PA 38;3,0.1947,0.2737
61,PI-Cer(t32;2) ,0.1788,0.2944
62,PE(36;2) ,0.0351,1.0756
63,PS(O-34;0(OH)) ,0.3419,0.8684
64,SM(d36;2) ,0.5029,0.5687
65,PA 39;1,0.3323,0.8115
66,PI-Cer(t32;1) ,0.0488,0.8884
67,PI-Cer(t32;1) _dup,0.35,0.3492
68,PE O-36;2,0.2057,0.6181
69,PE 38;4,0.3633,0.6295
70,PA(38;1) ,0.2401,0.43
71,SM 36;1_dup,0.4195,0.896
72,PC 32;1,0.4508,0.4944
73,PE 36;0,0.4111,0.7709
74,LBPA(34;1) ,0.4217,0.3934
75,PC 32;0_dup,0.4729,0.7812
76,PG(34;0) ,0.4725,0.752
77,PC 35;1,0.2415,0.5977
78,PA 40;4,0.3932,0.4338
79,PC 35;0,0.1667,0.8799
80,PI-Cer(t30;1) ,0.2259,0.4156
81,PE 36;4,0.1753,0.406
82,PI-Cer(t30;0) _dup,0.1584,0.6019
83,PE 36;3,0.1138,0.9679
84,PE 36;2,0.2219,0.3766
85,HexCer 36;1,0.3063,0.7579
86,PC 34;1_dup,0.4628,0.4059
87,HexCer 40;2,0.3003,1.0262
88,PE O-39;7,0.2165,0.3659
89,CerP(t42;1) ,0.2619,0.3313
90,PC 34;0_dup,0.4062,0.3475
91,PE 38;6_dup,0.3166,0.7826
92,PE O-39;6,0.0617,0.9513
93,PE(36;0) ,0.24,0.3573
94,PC 36;2,0.1427,0.3986
95,PA 40;6,0.1743,0.8414
96,PA 40;6_dup,0.2901,0.4534
97,PC 36;1_dup,0.2493,0.5726
98,PA(40;5) ,0.3191,0.4911
99,PI-Cer(t32;1) _dup,0.2945,0.4165
100,PE O-38;5_dup,0.0402,0.9696
101,PE 38;4_dup,0.316,0.6024
102,PE 40;6_dup,0.1717,1.7519
103,PG(36;1(OH)) ,0.1464,1.7297
104,PE 37;2,0.2691,0.4092
105,PE 40;4,0.1582,0.5633
106,SM 38;1,0.3729,0.598
107,PC 34.1,0.352,0.8273
108,PG(36;1) ,0.3496,0.7554
109,PE O-40;6,0.3167,0.4796
110,PE O-40;6_dup,0.3723,0.6423
