,lipid,n,method,ML,R2
11876,LPC O-18:3,1000,gaussian,knn,0.1015
11877,LPC O-18:3,1000,gaussian,lasso,-0.0001
11878,LPC O-18:3,1000,gaussian,dummy,-0.0001
11879,PC 36:1,1000,gaussian,catboost,0.6004
11880,PC 36:1,1000,gaussian,knn,0.5964
11881,PC 36:1,1000,gaussian,xgboost,0.5885
11882,PC 36:1,1000,gaussian,ridge,0.4713
11883,PC 36:1,1000,gaussian,lr,0.4712
11884,PC 36:1,1000,gaussian,lasso,-0.0002
11885,PC 36:1,1000,gaussian,dummy,-0.0002
11886,PE(42:6) ,1000,gaussian,catboost,0.2197
11887,PE(42:6) ,1000,gaussian,ridge,0.2016
11888,PE(42:6) ,1000,gaussian,lr,0.2015
11889,PE(42:6) ,1000,gaussian,xgboost,0.1958
11890,PE(42:6) ,1000,gaussian,knn,0.1165
11891,PE(42:6) ,1000,gaussian,lasso,-0.0002
11892,PE(42:6) ,1000,gaussian,dummy,-0.0002
11893,PC 40:6,1000,gaussian,knn,0.6584
11894,PC 40:6,1000,gaussian,catboost,0.644
11895,PC 40:6,1000,gaussian,xgboost,0.5918
11896,PC 40:6,1000,gaussian,lr,0.4976
11897,PC 40:6,1000,gaussian,ridge,0.4976
11898,PC 40:6,1000,gaussian,lasso,-0.0
11899,PC 40:6,1000,gaussian,dummy,-0.0
11900,PC 38:5,1000,gaussian,catboost,0.6903
11901,PC 38:5,1000,gaussian,knn,0.677
11902,PC 38:5,1000,gaussian,xgboost,0.6272
11903,PC 38:5,1000,gaussian,lr,0.5465
11904,PC 38:5,1000,gaussian,ridge,0.5465
11905,PC 38:5,1000,gaussian,lasso,-0.0001
11906,PC 38:5,1000,gaussian,dummy,-0.0001
11907,Cer 36:1,1000,gaussian,ridge,0.0634
11908,Cer 36:1,1000,gaussian,lr,0.0633
11909,Cer 36:1,1000,gaussian,catboost,0.0575
11910,Cer 36:1,1000,gaussian,xgboost,0.052
11911,Cer 36:1,1000,gaussian,lasso,-0.0002
11912,Cer 36:1,1000,gaussian,dummy,-0.0002
11913,Cer 36:1,1000,gaussian,knn,-0.0864
11914,LPC 16:0,1000,gaussian,catboost,0.398
11915,LPC 16:0,1000,gaussian,knn,0.3726
11916,LPC 16:0,1000,gaussian,xgboost,0.3399
11917,LPC 16:0,1000,gaussian,ridge,0.3034
11918,LPC 16:0,1000,gaussian,lr,0.3033
11919,LPC 16:0,1000,gaussian,lasso,-0.0001
11920,LPC 16:0,1000,gaussian,dummy,-0.0001
11921,PA 36:2,1000,gaussian,catboost,0.6631
11922,PA 36:2,1000,gaussian,xgboost,0.6513
11923,PA 36:2,1000,gaussian,knn,0.6496
11924,PA 36:2,1000,gaussian,ridge,0.5114
11925,PA 36:2,1000,gaussian,lr,0.5113
11926,PA 36:2,1000,gaussian,lasso,-0.0001
11927,PA 36:2,1000,gaussian,dummy,-0.0001
11928,PC 38:3,1000,gaussian,catboost,0.6748
11929,PC 38:3,1000,gaussian,knn,0.6547
11930,PC 38:3,1000,gaussian,xgboost,0.6014
11931,PC 38:3,1000,gaussian,ridge,0.5455
11932,PC 38:3,1000,gaussian,lr,0.5454
11933,PC 38:3,1000,gaussian,lasso,-0.0001
11934,PC 38:3,1000,gaussian,dummy,-0.0001
11935,PC O-39:9,1000,gaussian,catboost,0.7175
11936,PC O-39:9,1000,gaussian,knn,0.7035
11937,PC O-39:9,1000,gaussian,xgboost,0.6633
11938,PC O-39:9,1000,gaussian,lr,0.6213
11939,PC O-39:9,1000,gaussian,ridge,0.6213
11940,PC O-39:9,1000,gaussian,lasso,-0.0
11941,PC O-39:9,1000,gaussian,dummy,-0.0
11942,PA 39:1,1000,gaussian,catboost,0.6895
11943,PA 39:1,1000,gaussian,knn,0.6806
11944,PA 39:1,1000,gaussian,xgboost,0.6364
11945,PA 39:1,1000,gaussian,lr,0.5691
11946,PA 39:1,1000,gaussian,ridge,0.5691
11947,PA 39:1,1000,gaussian,lasso,-0.0003
11948,PA 39:1,1000,gaussian,dummy,-0.0003
11949,PE 36:4,1000,gaussian,catboost,0.2842
11950,PE 36:4,1000,gaussian,xgboost,0.2336
11951,PE 36:4,1000,gaussian,ridge,0.226
11952,PE 36:4,1000,gaussian,lr,0.2259
11953,PE 36:4,1000,gaussian,knn,0.2044
11954,PE 36:4,1000,gaussian,lasso,-0.0002
11955,PE 36:4,1000,gaussian,dummy,-0.0002
11956,SM(d36:2) ,1000,gaussian,catboost,0.8055
11957,SM(d36:2) ,1000,gaussian,knn,0.7963
11958,SM(d36:2) ,1000,gaussian,xgboost,0.7697
11959,SM(d36:2) ,1000,gaussian,lr,0.7296
11960,SM(d36:2) ,1000,gaussian,ridge,0.7296
11961,SM(d36:2) ,1000,gaussian,lasso,-0.0001
11962,SM(d36:2) ,1000,gaussian,dummy,-0.0001
11963,PE(40:8) ,1000,gaussian,catboost,0.1207
11964,PE(40:8) ,1000,gaussian,lr,0.1078
11965,PE(40:8) ,1000,gaussian,ridge,0.1078
11966,PE(40:8) ,1000,gaussian,xgboost,0.1049
11967,PE(40:8) ,1000,gaussian,lasso,-0.0001
11968,PE(40:8) ,1000,gaussian,dummy,-0.0001
11969,PE(40:8) ,1000,gaussian,knn,-0.0049
11970,PE O-40:6,1000,gaussian,catboost,0.5936
11971,PE O-40:6,1000,gaussian,knn,0.5703
11972,PE O-40:6,1000,gaussian,xgboost,0.5685
11973,PE O-40:6,1000,gaussian,lr,0.4809
11974,PE O-40:6,1000,gaussian,ridge,0.4809
11975,PE O-40:6,1000,gaussian,lasso,-0.0001
11976,PE O-40:6,1000,gaussian,dummy,-0.0001
11977,PC 38:6,1000,gaussian,knn,0.7864
11978,PC 38:6,1000,gaussian,catboost,0.7783
11979,PC 38:6,1000,gaussian,xgboost,0.7481
11980,PC 38:6,1000,gaussian,ridge,0.6638
11981,PC 38:6,1000,gaussian,lr,0.6637
11982,PC 38:6,1000,gaussian,lasso,-0.0002
11983,PC 38:6,1000,gaussian,dummy,-0.0002
11984,PC 33:1,1000,gaussian,catboost,0.1102
11985,PC 33:1,1000,gaussian,xgboost,0.103
11986,PC 33:1,1000,gaussian,ridge,0.0895
11987,PC 33:1,1000,gaussian,lr,0.0894
11988,PC 33:1,1000,gaussian,knn,0.0007
11989,PC 33:1,1000,gaussian,lasso,-0.0001
11990,PC 33:1,1000,gaussian,dummy,-0.0001
11991,PG(30:1) ,1000,gaussian,catboost,0.5864
11992,PG(30:1) ,1000,gaussian,knn,0.5509
11993,PG(30:1) ,1000,gaussian,xgboost,0.5212
11994,PG(30:1) ,1000,gaussian,ridge,0.5092
11995,PG(30:1) ,1000,gaussian,lr,0.5091
11996,PG(30:1) ,1000,gaussian,lasso,-0.0001
11997,PG(30:1) ,1000,gaussian,dummy,-0.0001
11998,HexCer(d32:2) ,1000,gaussian,catboost,0.6927
11999,HexCer(d32:2) ,1000,gaussian,knn,0.6646
12000,HexCer(d32:2) ,1000,gaussian,xgboost,0.6389
12001,HexCer(d32:2) ,1000,gaussian,lr,0.6122
12002,HexCer(d32:2) ,1000,gaussian,ridge,0.6122
12003,HexCer(d32:2) ,1000,gaussian,lasso,-0.0001
12004,HexCer(d32:2) ,1000,gaussian,dummy,-0.0001
12005,PE O-41:11,1000,gaussian,catboost,0.3632
12006,PE O-41:11,1000,gaussian,xgboost,0.3148
12007,PE O-41:11,1000,gaussian,lr,0.3137
12008,PE O-41:11,1000,gaussian,ridge,0.3137
12009,PE O-41:11,1000,gaussian,knn,0.3052
12010,PE O-41:11,1000,gaussian,lasso,-0.0
12011,PE O-41:11,1000,gaussian,dummy,-0.0
12012,PA 42:4,1000,neglog,catboost,0.3364
12013,PA 42:4,1000,neglog,xgboost,0.2911
12014,PA 42:4,1000,neglog,lr,0.2901
12015,PA 42:4,1000,neglog,ridge,0.2897
12016,PA 42:4,1000,neglog,knn,0.2531
12017,PA 42:4,1000,neglog,lasso,-0.0001
12018,PA 42:4,1000,neglog,dummy,-0.0001
12019,PG(42:6) ,1000,neglog,knn,0.6217
12020,PG(42:6) ,1000,neglog,catboost,0.6158
12021,PG(42:6) ,1000,neglog,xgboost,0.5793
12022,PG(42:6) ,1000,neglog,lr,0.4868
12023,PG(42:6) ,1000,neglog,ridge,0.4828
12024,PG(42:6) ,1000,neglog,lasso,-0.0001
12025,PG(42:6) ,1000,neglog,dummy,-0.0001
12026,PC 36:4,1000,neglog,knn,0.8354
12027,PC 36:4,1000,neglog,catboost,0.8325
12028,PC 36:4,1000,neglog,xgboost,0.8209
12029,PC 36:4,1000,neglog,lr,0.7243
12030,PC 36:4,1000,neglog,ridge,0.7193
12031,PC 36:4,1000,neglog,lasso,-0.0001
12032,PC 36:4,1000,neglog,dummy,-0.0001
12033,PC 34:0,1000,neglog,catboost,0.7008
12034,PC 34:0,1000,neglog,knn,0.6945
12035,PC 34:0,1000,neglog,xgboost,0.6695
12036,PC 34:0,1000,neglog,lr,0.5855
12037,PC 34:0,1000,neglog,ridge,0.5817
12038,PC 34:0,1000,neglog,lasso,-0.0001
12039,PC 34:0,1000,neglog,dummy,-0.0001
12040,PC 38:5,1000,neglog,catboost,0.6908
12041,PC 38:5,1000,neglog,knn,0.6702
12042,PC 38:5,1000,neglog,xgboost,0.6369
12043,PC 38:5,1000,neglog,lr,0.5463
12044,PC 38:5,1000,neglog,ridge,0.5409
12045,PC 38:5,1000,neglog,lasso,-0.0001
12046,PC 38:5,1000,neglog,dummy,-0.0001
12047,PC 33:0,1000,neglog,catboost,0.5651
12048,PC 33:0,1000,neglog,xgboost,0.539
12049,PC 33:0,1000,neglog,knn,0.5374
12050,PC 33:0,1000,neglog,lr,0.5065
12051,PC 33:0,1000,neglog,ridge,0.5056
12052,PC 33:0,1000,neglog,lasso,-0.0003
12053,PC 33:0,1000,neglog,dummy,-0.0003
12054,PC 36:2,1000,neglog,catboost,0.2915
12055,PC 36:2,1000,neglog,xgboost,0.2541
12056,PC 36:2,1000,neglog,ridge,0.2371
12057,PC 36:2,1000,neglog,lr,0.2369
12058,PC 36:2,1000,neglog,knn,0.2224
12059,PC 36:2,1000,neglog,lasso,-0.0002
12060,PC 36:2,1000,neglog,dummy,-0.0002
12061,PE(40:7) ,1000,neglog,catboost,0.2803
12062,PE(40:7) ,1000,neglog,xgboost,0.2648
12063,PE(40:7) ,1000,neglog,ridge,0.2496
12064,PE(40:7) ,1000,neglog,lr,0.2489
12065,PE(40:7) ,1000,neglog,knn,0.1704
12066,PE(40:7) ,1000,neglog,lasso,-0.0001
12067,PE(40:7) ,1000,neglog,dummy,-0.0001
12068,HexCer(t42:0) ,1000,neglog,catboost,0.7099
12069,HexCer(t42:0) ,1000,neglog,knn,0.7065
12070,HexCer(t42:0) ,1000,neglog,xgboost,0.6728
12071,HexCer(t42:0) ,1000,neglog,lr,0.6008
12072,HexCer(t42:0) ,1000,neglog,ridge,0.5961
12073,HexCer(t42:0) ,1000,neglog,lasso,-0.0002
12074,HexCer(t42:0) ,1000,neglog,dummy,-0.0002
12075,PI-Cer(t30:0) ,1000,neglog,catboost,0.1732
12076,PI-Cer(t30:0) ,1000,neglog,ridge,0.1357
12077,PI-Cer(t30:0) ,1000,neglog,lr,0.1351
12078,PI-Cer(t30:0) ,1000,neglog,xgboost,0.1206
12079,PI-Cer(t30:0) ,1000,neglog,knn,0.058
12080,PI-Cer(t30:0) ,1000,neglog,lasso,-0.0
12081,PI-Cer(t30:0) ,1000,neglog,dummy,-0.0
12082,PGP(34:1) ,1000,neglog,catboost,0.3466
12083,PGP(34:1) ,1000,neglog,lr,0.3135
12084,PGP(34:1) ,1000,neglog,ridge,0.3132
12085,PGP(34:1) ,1000,neglog,xgboost,0.3118
12086,PGP(34:1) ,1000,neglog,knn,0.2617
12087,PGP(34:1) ,1000,neglog,lasso,-0.0
12088,PGP(34:1) ,1000,neglog,dummy,-0.0
12089,PA 40:4,1000,neglog,catboost,0.6771
12090,PA 40:4,1000,neglog,knn,0.651
12091,PA 40:4,1000,neglog,xgboost,0.6299
12092,PA 40:4,1000,neglog,lr,0.6103
12093,PA 40:4,1000,neglog,ridge,0.6081
12094,PA 40:4,1000,neglog,lasso,-0.0
12095,PA 40:4,1000,neglog,dummy,-0.0
12096,PC 34:2,1000,neglog,catboost,0.2244
12097,PC 34:2,1000,neglog,xgboost,0.1766
12098,PC 34:2,1000,neglog,ridge,0.1436
12099,PC 34:2,1000,neglog,lr,0.1422
12100,PC 34:2,1000,neglog,knn,0.131
12101,PC 34:2,1000,neglog,lasso,-0.0001
12102,PC 34:2,1000,neglog,dummy,-0.0001
12103,SM 42:2,1000,neglog,catboost,0.6903
12104,SM 42:2,1000,neglog,knn,0.6892
12105,SM 42:2,1000,neglog,xgboost,0.6409
12106,SM 42:2,1000,neglog,lr,0.4826
12107,SM 42:2,1000,neglog,ridge,0.4776
12108,SM 42:2,1000,neglog,lasso,-0.0002
12109,SM 42:2,1000,neglog,dummy,-0.0002
12110,PS 38:4,1000,neglog,catboost,0.5679
12111,PS 38:4,1000,neglog,knn,0.5344
12112,PS 38:4,1000,neglog,xgboost,0.5315
12113,PS 38:4,1000,neglog,lr,0.485
12114,PS 38:4,1000,neglog,ridge,0.4818
12115,PS 38:4,1000,neglog,lasso,-0.0002
12116,PS 38:4,1000,neglog,dummy,-0.0002
12117,Hex2Cer 32:1,1000,neglog,catboost,0.4141
12118,Hex2Cer 32:1,1000,neglog,xgboost,0.3725
12119,Hex2Cer 32:1,1000,neglog,knn,0.345
12120,Hex2Cer 32:1,1000,neglog,lr,0.34
12121,Hex2Cer 32:1,1000,neglog,ridge,0.3385
12122,Hex2Cer 32:1,1000,neglog,lasso,-0.0001
12123,Hex2Cer 32:1,1000,neglog,dummy,-0.0001
12124,PE(32:1) ,1000,neglog,catboost,0.5083
12125,PE(32:1) ,1000,neglog,knn,0.4526
12126,PE(32:1) ,1000,neglog,xgboost,0.4517
12127,PE(32:1) ,1000,neglog,lr,0.4311
12128,PE(32:1) ,1000,neglog,ridge,0.4296
12129,PE(32:1) ,1000,neglog,lasso,-0.0001
12130,PE(32:1) ,1000,neglog,dummy,-0.0001
12131,HexCer 40:0,1000,neglog,catboost,0.6288
12132,HexCer 40:0,1000,neglog,knn,0.6107
12133,HexCer 40:0,1000,neglog,xgboost,0.5935
12134,HexCer 40:0,1000,neglog,lr,0.535
12135,HexCer 40:0,1000,neglog,ridge,0.53
12136,HexCer 40:0,1000,neglog,lasso,-0.0002
12137,HexCer 40:0,1000,neglog,dummy,-0.0002
12138,LPC O-16:2,1000,neglog,catboost,0.6431
12139,LPC O-16:2,1000,neglog,knn,0.6229
12140,LPC O-16:2,1000,neglog,xgboost,0.6011
12141,LPC O-16:2,1000,neglog,lr,0.5554
12142,LPC O-16:2,1000,neglog,ridge,0.5525
12143,LPC O-16:2,1000,neglog,lasso,-0.0001
12144,LPC O-16:2,1000,neglog,dummy,-0.0001
12145,PE 38:4,1000,neglog,catboost,0.5703
12146,PE 38:4,1000,neglog,xgboost,0.5335
12147,PE 38:4,1000,neglog,knn,0.5328
12148,PE 38:4,1000,neglog,lr,0.468
12149,PE 38:4,1000,neglog,ridge,0.4654
12150,PE 38:4,1000,neglog,lasso,-0.0001
12151,PE 38:4,1000,neglog,dummy,-0.0001
12152,PC 35:0,1000,neglog,catboost,0.3081
12153,PC 35:0,1000,neglog,xgboost,0.2729
12154,PC 35:0,1000,neglog,ridge,0.2617
12155,PC 35:0,1000,neglog,lr,0.2615
12156,PC 35:0,1000,neglog,knn,0.2231
12157,PC 35:0,1000,neglog,lasso,-0.0001
12158,PC 35:0,1000,neglog,dummy,-0.0001
12159,PA 36:2,1000,neglog,catboost,0.6617
12160,PA 36:2,1000,neglog,xgboost,0.6498
12161,PA 36:2,1000,neglog,knn,0.6449
12162,PA 36:2,1000,neglog,lr,0.518
12163,PA 36:2,1000,neglog,ridge,0.5133
12164,PA 36:2,1000,neglog,lasso,-0.0001
12165,PA 36:2,1000,neglog,dummy,-0.0001
12166,PE 38:6,1000,neglog,catboost,0.6307
12167,PE 38:6,1000,neglog,xgboost,0.6044
12168,PE 38:6,1000,neglog,knn,0.598
12169,PE 38:6,1000,neglog,lr,0.5898
12170,PE 38:6,1000,neglog,ridge,0.5886
12171,PE 38:6,1000,neglog,lasso,-0.0001
12172,PE 38:6,1000,neglog,dummy,-0.0001
12173,PE(36:0) ,1000,neglog,catboost,0.4359
12174,PE(36:0) ,1000,neglog,knn,0.3794
12175,PE(36:0) ,1000,neglog,lr,0.369
12176,PE(36:0) ,1000,neglog,ridge,0.3675
12177,PE(36:0) ,1000,neglog,xgboost,0.3675
12178,PE(36:0) ,1000,neglog,lasso,-0.0001
12179,PE(36:0) ,1000,neglog,dummy,-0.0001
12180,HexCer(t40:0) ,1000,neglog,catboost,0.7232
12181,HexCer(t40:0) ,1000,neglog,knn,0.7229
12182,HexCer(t40:0) ,1000,neglog,xgboost,0.6953
12183,HexCer(t40:0) ,1000,neglog,lr,0.6174
12184,HexCer(t40:0) ,1000,neglog,ridge,0.6122
12185,HexCer(t40:0) ,1000,neglog,lasso,-0.0002
12186,HexCer(t40:0) ,1000,neglog,dummy,-0.0002
12187,PC 38:3,1000,neglog,catboost,0.6762
12188,PC 38:3,1000,neglog,knn,0.6521
12189,PC 38:3,1000,neglog,xgboost,0.6174
12190,PC 38:3,1000,neglog,lr,0.5604
12191,PC 38:3,1000,neglog,ridge,0.5561
12192,PC 38:3,1000,neglog,lasso,-0.0001
12193,PC 38:3,1000,neglog,dummy,-0.0001
12194,PE(40:2(OH)) ,1000,neglog,catboost,0.417
12195,PE(40:2(OH)) ,1000,neglog,knn,0.3606
12196,PE(40:2(OH)) ,1000,neglog,xgboost,0.3549
12197,PE(40:2(OH)) ,1000,neglog,lr,0.3351
12198,PE(40:2(OH)) ,1000,neglog,ridge,0.3324
12199,PE(40:2(OH)) ,1000,neglog,lasso,-0.0001
12200,PE(40:2(OH)) ,1000,neglog,dummy,-0.0001
12201,SHexCer 38:1;3,1000,neglog,catboost,0.4034
12202,SHexCer 38:1;3,1000,neglog,knn,0.3461
12203,SHexCer 38:1;3,1000,neglog,xgboost,0.3351
12204,SHexCer 38:1;3,1000,neglog,lr,0.2847
12205,SHexCer 38:1;3,1000,neglog,ridge,0.2825
12206,SHexCer 38:1;3,1000,neglog,lasso,-0.0
12207,SHexCer 38:1;3,1000,neglog,dummy,-0.0
12208,SM(t42:1) ,1000,neglog,catboost,0.3975
12209,SM(t42:1) ,1000,neglog,xgboost,0.3456
12210,SM(t42:1) ,1000,neglog,knn,0.3444
12211,SM(t42:1) ,1000,neglog,lr,0.3199
12212,SM(t42:1) ,1000,neglog,ridge,0.3185
12213,SM(t42:1) ,1000,neglog,lasso,-0.0002
12214,SM(t42:1) ,1000,neglog,dummy,-0.0002
12215,PC 36.2,1000,neglog,catboost,0.4698
12216,PC 36.2,1000,neglog,knn,0.4351
12217,PC 36.2,1000,neglog,xgboost,0.3963
12218,PC 36.2,1000,neglog,lr,0.2978
12219,PC 36.2,1000,neglog,ridge,0.294
12220,PC 36.2,1000,neglog,lasso,-0.0001
12221,PC 36.2,1000,neglog,dummy,-0.0001
12222,PE O-39:6,1000,neglog,ridge,0.0621
12223,PE O-39:6,1000,neglog,lr,0.0598
12224,PE O-39:6,1000,neglog,catboost,0.0596
12225,PE O-39:6,1000,neglog,xgboost,0.0576
12226,PE O-39:6,1000,neglog,lasso,-0.0001
12227,PE O-39:6,1000,neglog,dummy,-0.0001
12228,PE O-39:6,1000,neglog,knn,-0.0917
12229,HexCer 40:2;O3,1000,neglog,catboost,0.7131
12230,HexCer 40:2;O3,1000,neglog,knn,0.7103
12231,HexCer 40:2;O3,1000,neglog,xgboost,0.6737
12232,HexCer 40:2;O3,1000,neglog,lr,0.5948
12233,HexCer 40:2;O3,1000,neglog,ridge,0.5896
12234,HexCer 40:2;O3,1000,neglog,lasso,-0.0002
12235,HexCer 40:2;O3,1000,neglog,dummy,-0.0002
12236,PC 31:0,1000,neglog,catboost,0.5046
12237,PC 31:0,1000,neglog,knn,0.4431
12238,PC 31:0,1000,neglog,xgboost,0.4156
12239,PC 31:0,1000,neglog,lr,0.2457
12240,PC 31:0,1000,neglog,ridge,0.243
12241,PC 31:0,1000,neglog,lasso,-0.0001
12242,PC 31:0,1000,neglog,dummy,-0.0001
12243,HexCer 42:1,1000,neglog,catboost,0.7206
12244,HexCer 42:1,1000,neglog,knn,0.7149
12245,HexCer 42:1,1000,neglog,xgboost,0.6882
12246,HexCer 42:1,1000,neglog,lr,0.6187
12247,HexCer 42:1,1000,neglog,ridge,0.6137
12248,HexCer 42:1,1000,neglog,lasso,-0.0001
12249,HexCer 42:1,1000,neglog,dummy,-0.0001
12250,PG(34:1(OH)) ,1000,neglog,catboost,0.6158
12251,PG(34:1(OH)) ,1000,neglog,xgboost,0.5827
12252,PG(34:1(OH)) ,1000,neglog,knn,0.578
12253,PG(34:1(OH)) ,1000,neglog,lr,0.5734
12254,PG(34:1(OH)) ,1000,neglog,ridge,0.5724
12255,PG(34:1(OH)) ,1000,neglog,lasso,-0.0
12256,PG(34:1(OH)) ,1000,neglog,dummy,-0.0
12257,PA 36:1,1000,neglog,catboost,0.6271
12258,PA 36:1,1000,neglog,knn,0.6039
12259,PA 36:1,1000,neglog,xgboost,0.5571
12260,PA 36:1,1000,neglog,lr,0.512
12261,PA 36:1,1000,neglog,ridge,0.5088
12262,PA 36:1,1000,neglog,lasso,-0.0001
12263,PA 36:1,1000,neglog,dummy,-0.0001
12264,PG(38:2) ,1000,neglog,catboost,0.384
12265,PG(38:2) ,1000,neglog,knn,0.3524
12266,PG(38:2) ,1000,neglog,xgboost,0.3226
12267,PG(38:2) ,1000,neglog,lr,0.2733
12268,PG(38:2) ,1000,neglog,ridge,0.2715
12269,PG(38:2) ,1000,neglog,lasso,-0.0
12270,PG(38:2) ,1000,neglog,dummy,-0.0
12271,PE 36:2,1000,neglog,catboost,0.3839
12272,PE 36:2,1000,neglog,xgboost,0.3346
12273,PE 36:2,1000,neglog,lr,0.3309
12274,PE 36:2,1000,neglog,ridge,0.3295
12275,PE 36:2,1000,neglog,knn,0.3211
12276,PE 36:2,1000,neglog,lasso,-0.0001
12277,PE 36:2,1000,neglog,dummy,-0.0001
12278,PE 34:2,1000,neglog,catboost,0.3781
12279,PE 34:2,1000,neglog,xgboost,0.3412
12280,PE 34:2,1000,neglog,lr,0.3331
12281,PE 34:2,1000,neglog,ridge,0.3323
12282,PE 34:2,1000,neglog,knn,0.2974
12283,PE 34:2,1000,neglog,lasso,-0.0001
12284,PE 34:2,1000,neglog,dummy,-0.0001
12285,PG(38:1) ,1000,neglog,catboost,0.599
12286,PG(38:1) ,1000,neglog,xgboost,0.5878
12287,PG(38:1) ,1000,neglog,knn,0.5869
12288,PG(38:1) ,1000,neglog,lr,0.5039
12289,PG(38:1) ,1000,neglog,ridge,0.5003
12290,PG(38:1) ,1000,neglog,lasso,-0.0001
12291,PG(38:1) ,1000,neglog,dummy,-0.0001
12292,PE(O-40:6) ,1000,neglog,catboost,0.1661
12293,PE(O-40:6) ,1000,neglog,xgboost,0.1487
12294,PE(O-40:6) ,1000,neglog,ridge,0.146
12295,PE(O-40:6) ,1000,neglog,lr,0.1439
12296,PE(O-40:6) ,1000,neglog,knn,0.0408
12297,PE(O-40:6) ,1000,neglog,lasso,-0.0
12298,PE(O-40:6) ,1000,neglog,dummy,-0.0
12299,PA 38:3,1000,neglog,catboost,0.3269
12300,PA 38:3,1000,neglog,knn,0.2642
12301,PA 38:3,1000,neglog,xgboost,0.2314
12302,PA 38:3,1000,neglog,lr,0.22
12303,PA 38:3,1000,neglog,ridge,0.2183
12304,PA 38:3,1000,neglog,lasso,-0.0
12305,PA 38:3,1000,neglog,dummy,-0.0
12306,PC O-39:9,1000,neglog,catboost,0.7188
12307,PC O-39:9,1000,neglog,knn,0.7001
12308,PC O-39:9,1000,neglog,xgboost,0.6687
12309,PC O-39:9,1000,neglog,lr,0.634
12310,PC O-39:9,1000,neglog,ridge,0.6302
12311,PC O-39:9,1000,neglog,lasso,-0.0
12312,PC O-39:9,1000,neglog,dummy,-0.0
12313,PE(40:8) ,1000,neglog,catboost,0.1251
12314,PE(40:8) ,1000,neglog,ridge,0.1085
12315,PE(40:8) ,1000,neglog,xgboost,0.1082
12316,PE(40:8) ,1000,neglog,lr,0.1065
12317,PE(40:8) ,1000,neglog,lasso,-0.0001
12318,PE(40:8) ,1000,neglog,dummy,-0.0001
12319,PE(40:8) ,1000,neglog,knn,-0.0025
12320,PI-Cer(t32:2) ,1000,neglog,catboost,0.2466
12321,PI-Cer(t32:2) ,1000,neglog,xgboost,0.1709
12322,PI-Cer(t32:2) ,1000,neglog,lr,0.1703
12323,PI-Cer(t32:2) ,1000,neglog,ridge,0.1702
12324,PI-Cer(t32:2) ,1000,neglog,knn,0.1529
12325,PI-Cer(t32:2) ,1000,neglog,lasso,-0.0
12326,PI-Cer(t32:2) ,1000,neglog,dummy,-0.0
12327,PC 35:1,1000,neglog,catboost,0.2729
12328,PC 35:1,1000,neglog,xgboost,0.2306
12329,PC 35:1,1000,neglog,knn,0.206
12330,PC 35:1,1000,neglog,lr,0.1959
12331,PC 35:1,1000,neglog,ridge,0.1953
12332,PC 35:1,1000,neglog,lasso,-0.0002
12333,PC 35:1,1000,neglog,dummy,-0.0002
12334,PC 38:1,1000,neglog,catboost,0.7692
12335,PC 38:1,1000,neglog,knn,0.7653
12336,PC 38:1,1000,neglog,xgboost,0.7385
12337,PC 38:1,1000,neglog,lr,0.6625
12338,PC 38:1,1000,neglog,ridge,0.6571
12339,PC 38:1,1000,neglog,lasso,-0.0002
12340,PC 38:1,1000,neglog,dummy,-0.0002
12341,PA(34:1),1000,neglog,catboost,0.8281
12342,PA(34:1),1000,neglog,knn,0.828
12343,PA(34:1),1000,neglog,xgboost,0.8192
12344,PA(34:1),1000,neglog,lr,0.7214
12345,PA(34:1),1000,neglog,ridge,0.7176
12346,PA(34:1),1000,neglog,lasso,-0.0001
12347,PA(34:1),1000,neglog,dummy,-0.0001
12348,Cer 40:2,1000,neglog,catboost,0.612
12349,Cer 40:2,1000,neglog,knn,0.5952
12350,Cer 40:2,1000,neglog,xgboost,0.5714
12351,Cer 40:2,1000,neglog,lr,0.5092
12352,Cer 40:2,1000,neglog,ridge,0.5042
12353,Cer 40:2,1000,neglog,lasso,-0.0002
12354,Cer 40:2,1000,neglog,dummy,-0.0002
12355,PG(40:1) ,1000,neglog,catboost,0.7246
12356,PG(40:1) ,1000,neglog,knn,0.711
12357,PG(40:1) ,1000,neglog,xgboost,0.6848
12358,PG(40:1) ,1000,neglog,lr,0.6342
12359,PG(40:1) ,1000,neglog,ridge,0.6301
12360,PG(40:1) ,1000,neglog,lasso,-0.0001
12361,PG(40:1) ,1000,neglog,dummy,-0.0001
12362,Cer 36:1,1000,neglog,ridge,0.0687
12363,Cer 36:1,1000,neglog,lr,0.0664
12364,Cer 36:1,1000,neglog,catboost,0.0599
12365,Cer 36:1,1000,neglog,xgboost,0.0551
12366,Cer 36:1,1000,neglog,lasso,-0.0002
12367,Cer 36:1,1000,neglog,dummy,-0.0002
12368,Cer 36:1,1000,neglog,knn,-0.091
12369,PE(42:6) ,1000,neglog,catboost,0.2217
12370,PE(42:6) ,1000,neglog,ridge,0.2043
12371,PE(42:6) ,1000,neglog,lr,0.203
12372,PE(42:6) ,1000,neglog,xgboost,0.1992
12373,PE(42:6) ,1000,neglog,knn,0.1167
12374,PE(42:6) ,1000,neglog,lasso,-0.0002
12375,PE(42:6) ,1000,neglog,dummy,-0.0002
12376,PS(40:4) ,1000,neglog,catboost,0.1025
12377,PS(40:4) ,1000,neglog,ridge,0.0994
