,Lipid,R2_mean,MAPE_mean
0,LPC O-16;2,0.6179,0.2772
1,LPC 16;0_dup,0.2277,0.3281
2,LPC O- 18;3,0.3998,0.2706
3,LPC O-18;2,0.3581,0.2519
4,LPC O-16;2_dup,0.5469,0.2605
5,LPC 15;1,0.7839,0.4932
6,LPC 18;1,0.3541,0.311
7,LPC 18;0_dup,0.3196,0.323
8,LPC 16;0,0.4952,0.2865
9,LPC O-18;3,0.2817,0.5193
10,LPC O-18;2_dup,0.23,0.5508
11,LPC 18;1_dup,0.3955,0.2797
12,LPC 18;0,0.4135,0.2446
13,LPC 20;4,0.4842,0.303
14,Cer 36;1,0.0651,0.5824
15,LPC 22;6,0.5055,0.3542
16,Cer 40;2,0.5879,0.439
17,Cer 42;2,0.5731,0.4604
18,PE(30;1) ,0.2454,0.7492
19,HexCer(d32;2) ,0.6856,0.3032
20,PA(34;2) ,0.6265,0.2133
21,PE(32;1) _dup,0.4514,0.5214
22,PE(32;1) ,0.5071,0.4402
23,PA(34;1),0.8172,0.2216
24,PG(30;1) _dup,0.5933,0.2419
25,PG(30;1) ,0.6418,0.2307
26,LPE(34;6) ,0.3986,0.5107
27,PC 31;0_dup,0.0936,0.9523
28,PA(P-38;6) ,0.1526,0.8369
29,SM 36;1,0.456,0.3896
30,PC 32;1_dup,0.3743,0.3104
31,PC 32;0,0.5075,0.3431
32,PA 36;4,0.5449,0.3329
33,PI-Cer(t28;0) _dup,0.2975,0.8155
34,PA(36;3) ,0.4047,0.2385
35,PI-Cer(t30;2) ,0.2457,0.5
36,PA 36;2,0.7061,0.204
37,PI-Cer(t30;1) _dup,0.6779,0.1965
38,PE(34;1) ,0.1181,0.9204
39,PA 36;1,0.5085,0.1962
40,PA 36;1_dup,0.6487,0.2171
41,SM 34;1,0.6389,0.7567
42,PI-Cer(t30;0) ,0.2979,0.3741
43,PI-Cer(t30;0) _dup,0.5546,0.2186
44,PC 31;0,0.5749,0.6387
45,PC(30;0) ,0.5116,0.2126
46,PG 32;0,0.333,0.3599
47,PC 33;1,0.164,1.0858
48,PC 33;0,0.5648,0.4053
49,PI-Cer(t28;0) ,0.529,0.3004
50,SM(d36;1) ,0.7826,0.3164
51,PC(32;1) ,0.6989,0.2586
52,PE-Cer(d38;1) ,0.372,0.7782
53,PE 34;1,0.315,0.2544
54,PC 34;2,0.2646,0.4082
55,PC 34;1,0.3124,0.35
56,PC 34;0,0.2448,0.326
57,PC 34;0_dup,0.3736,0.3457
58,PI-Cer(t30;0) _dup,0.0761,0.954
59,PE 38;6,0.2673,1.0539
60,PA 38;3,0.4038,0.2087
