,Lipid,R2_mean,MAPE_mean
0,LPC O-16;2,0.6331,0.2613
1,LPC 16;0_dup,0.2362,0.3228
2,LPC O- 18;3,0.4168,0.2608
3,LPC O-18;2,0.3767,0.2438
4,LPC O-16;2_dup,0.5578,0.2516
5,LPC 15;1,0.7955,0.4467
6,LPC 18;1,0.3604,0.3065
7,LPC 18;0_dup,0.3291,0.3181
8,LPC 16;0,0.5069,0.2702
9,LPC O-18;3,0.2919,0.5103
10,LPC O-18;2_dup,0.239,0.543
11,LPC 18;1_dup,0.4027,0.2717
12,LPC 18;0,0.4245,0.2387
13,LPC 20;4,0.503,0.2911
14,Cer 36;1,0.0706,0.5789
15,LPC 22;6,0.5176,0.3409
16,Cer 40;2,0.5972,0.4156
17,Cer 42;2,0.5835,0.437
18,PE(30;1) ,0.254,0.739
19,HexCer(d32;2) ,0.7011,0.2881
20,PA(34;2) ,0.6435,0.2047
21,PE(32;1) _dup,0.4686,0.5053
22,PE(32;1) ,0.5264,0.4241
23,PA(34;1),0.8326,0.1992
24,PG(30;1) _dup,0.6074,0.2324
25,PG(30;1) ,0.6564,0.2206
26,LPE(34;6) ,0.4132,0.4977
27,PC 31;0_dup,0.0986,0.9491
28,PA(P-38;6) ,0.1599,0.8292
29,SM 36;1,0.4743,0.3707
30,PC 32;1_dup,0.3866,0.3037
31,PC 32;0,0.5193,0.3278
32,PA 36;4,0.5608,0.3201
33,PI-Cer(t28;0) _dup,0.3082,0.8032
34,PA(36;3) ,0.4239,0.2305
35,PI-Cer(t30;2) ,0.2585,0.4918
36,PA 36;2,0.7286,0.1809
37,PI-Cer(t30;1) _dup,0.6989,0.1805
38,PE(34;1) ,0.128,0.913
39,PA 36;1,0.5257,0.1888
40,PA 36;1_dup,0.666,0.205
41,SM 34;1,0.6708,0.7042
42,PI-Cer(t30;0) ,0.3131,0.3661
43,PI-Cer(t30;0) _dup,0.5706,0.2104
44,PC 31;0,0.6042,0.619
45,PC(30;0) ,0.5262,0.2052
46,PG 32;0,0.3425,0.3535
47,PC 33;1,0.1735,1.0712
48,PC 33;0,0.574,0.3879
49,PI-Cer(t28;0) ,0.5401,0.2883
50,SM(d36;1) ,0.809,0.2843
51,PC(32;1) ,0.7183,0.2469
52,PE-Cer(d38;1) ,0.3855,0.7612
53,PE 34;1,0.3263,0.2469
54,PC 34;2,0.2754,0.4026
55,PC 34;1,0.3243,0.3319
56,PC 34;0,0.2505,0.3189
57,PC 34;0_dup,0.3849,0.3347
58,PI-Cer(t30;0) _dup,0.082,0.9487
59,PE 38;6,0.2733,1.0451
60,PA 38;3,0.423,0.2013
61,PI-Cer(t32;2) ,0.3635,0.2297
62,PE(36;2) ,0.1063,1.0171
63,PS(O-34;0(OH)) ,0.7491,0.4295
64,SM(d36;2) ,0.8058,0.26
65,PA 39;1,0.6925,0.4857
66,PI-Cer(t32;1) ,0.1168,0.8203
67,PI-Cer(t32;1) _dup,0.6379,0.2142
68,PE O-36;2,0.4687,0.4258
69,PE 38;4,0.6103,0.3474
